Clean Technology CAD,Consumer Products & Services CAD,Financial Services CAD,Technology CAD,Industrial Products & Services CAD,Oil & Gas CAD,Real Estate CAD,Utilities & Pipelines CAD,Comm & Media CAD,Technology US,Health Care US,Consumer Services US,Capital Goods US,Consumer Durables US,Finance US,Consumer Non-Durables US,Public Utilities US,Basic Industries US,Energy US,Transportation US,Fixed Income ETF US,Fixed Income ETF CAD,
42560.503447163785,39659.305588503696,46078.8404944819,47534.64807441429,55614.51194098104,42813.52374961328,54256.05083714935,26746.85497591494,41923.45494488371,19745.84949751664,21001.226690942607,18487.074027698272,22056.463945161973,21912.666236052715,20134.616366520597,39243.688805745915,29886.271370266717,29222.75274901058,25868.378546598135,35211.670912483634,85970.28591462504,367338.4081877243,
42570.93706344062,39669.02798233839,46090.13662355137,47546.301091594374,55628.145719485,42824.01939327543,54269.35159182285,26753.411910133953,41933.73239008446,19750.69015023526,21006.37509669181,18491.60609430613,22061.871040064256,21918.03807925455,20139.552324604607,39253.30931201637,29893.597925691745,29229.916644266534,25874.72012420175,35220.302978202104,85991.36134611181,367428.4604118371,
42781.49173103622,39865.22988854061,46318.09715403596,47781.46377093175,55903.28097698405,43035.82579901701,54537.76629145741,26885.733539403984,42141.13546113454,19848.376512956595,21110.27204214267,18583.065062397276,22170.9884390178,22026.444084394814,20239.161988796684,39447.45508526778,30041.45082742846,29374.48699689253,26002.695768401496,35394.50161458966,86416.67222140079,369245.751331036,
43235.938843167154,40288.69896042762,46810.1119164801,48289.02316976253,56497.11451505595,43492.97457904296,55117.0946269218,27171.32769402857,42588.78037806804,20059.216224753203,21334.516260323835,18780.463982127352,22406.500134882554,22260.420355432718,20454.15282585266,39866.48633731291,30360.56664177591,29686.517976784267,26278.909839520402,35770.48030054079,87334.63476880049,373168.07050620567,
42491.62789252667,39595.125034993034,46004.27122393667,47457.72287415978,55524.51111755181,42744.23873286331,54168.24840787433,26703.570608436727,41855.61032421992,19713.89483942358,20967.240459125725,18457.156442751093,22020.77002557659,21877.205023934774,20102.032567990784,39180.18084381925,29837.906493210736,29175.46164245424,25826.51581529441,35154.687954873465,85831.16041926917,366743.9453746879,
42564.03976274471,39662.60084605287,46082.6691456583,47538.59768738886,55619.1329028864,42817.081088433246,54260.55892569141,26749.077349062136,41926.938328653174,19747.49016314747,21002.971664783385,18488.610102759296,22058.296597757497,21914.486940620416,20136.28933445579,39246.949530054524,29888.75459481864,29225.18084237165,25870.527927895302,35214.59661989761,85977.42911164931,367368.9300197313,
42037.73045485353,39172.168168214776,45512.851575732566,46950.777391513984,54931.39584816146,42287.6428950854,53589.620796389005,26418.32189293565,41408.50685417965,19503.31014785083,20743.267474528744,18259.99628599536,21785.543191822908,21643.511757841756,19887.301772133524,38761.656429137845,29519.17666395934,28863.808078228943,25550.635837661248,34779.16403224865,84914.3081893345,362826.3704230118,
42298.56355908961,39415.22120919534,45795.24689609563,47242.0946648496,55272.230768221765,42550.026640539916,53922.13035377742,26582.2406590889,41665.43579082041,19624.323077752128,20871.974014792402,18373.294779112883,21920.716779852235,21777.804078033274,20010.69726946362,39002.16235232518,29702.335421590724,29042.900445482315,25709.17083916187,34994.959633464794,85441.1792254117,365077.61299657985,
42781.937080175354,39865.64487981591,46318.57931872585,47781.9611690564,55903.86292205074,43036.273795737,54538.334021713774,26886.013416000198,42141.57414425755,19848.583131684358,21110.491797020317,18583.258509415908,22171.219235799672,22026.673376490864,20239.372675544713,39447.86572756781,30041.763554585064,29374.792781052158,26002.966452702276,35394.870066230455,86417.57180645553,369249.59512588347,
42281.43530518134,39399.26052732069,45776.702705687545,47222.96459223029,55249.84899628873,42532.79655992301,53900.29528747112,26571.47652600378,41648.56391377837,19616.376463016994,20863.52218001573,18365.854752038,21911.840270314697,21768.98543913808,20002.59419751807,38986.36893326949,29690.30784665762,29031.13990017756,25698.760244360248,34980.78887910161,85406.58092965752,364929.7795590945,
42705.84561670308,39794.740300262,46236.19762385977,47696.976719985854,55804.43295151151,42959.72997189437,54441.3327652425,26838.194260361575,42066.621622971456,19813.280668976542,21072.944918008165,18550.206538594313,22131.785759109374,21987.496987411003,20203.37515902841,39377.70420523086,29988.33161788073,29322.547110929358,25956.7178742824,35331.91715557325,86263.87050265174,368592.8520236013,
42556.5154120049,39655.58940349051,46074.522781553496,47530.193948348286,55609.30070965149,42809.512005762524,54250.96689732731,26744.348722713166,41919.52660290557,19743.99925760733,20999.25881876912,18485.3417384809,22054.397194382032,21910.612959509996,20132.72969809619,39240.01156515791,29883.470945193247,29220.01449744015,25865.95460903181,35208.37148296028,85962.23026454859,367303.98757780646,
42968.44184522756,40039.43627963099,46520.50182020589,47990.263178029665,56147.57177516433,43223.887323332856,54776.08995020285,27003.22104981875,42325.28729333669,19935.111596411338,21202.521461440632,18664.270882832,22267.873064885167,22122.697068341593,20327.6047590659,39619.83584934007,30172.728453229116,29502.85006877665,26116.324507056685,35549.17144611852,86794.30296979532,370859.3120691699,
32346.656272901848,42873.49260695325,27163.16156658291,55655.89062993443,26818.80808937078,47151.34117487498,43555.0698557248,68064.26680573335,55293.415272228216,22819.96750752991,22124.011574195552,27004.590487716065,26039.383307729564,27500.750144006783,27496.014043845036,29805.09674629618,21411.12077785585,21874.11380942548,29732.856819645876,27316.428301157634,71484.42573786902,383214.8647091417,
32068.27243711774,42504.51204758137,26929.388250258286,55176.901389537365,26587.998369686353,46745.544325027986,43180.223463195536,67478.48781475038,54817.54559014359,22623.572862172485,21933.60650873856,26772.181875823546,25815.28152281861,27264.071451549702,27259.376111512232,29548.586240599758,21226.851038186658,21685.859429891745,29476.968029767864,27081.335930983703,70869.2119591143,379916.81674192136,
32410.769471124153,42958.47068650501,27217.000737691353,55766.2042622954,26871.96472926002,47244.79823138454,43641.39886616987,68199.17465502558,55403.01045461207,22865.198182623288,22167.862818898,27058.115360526535,26090.99507648582,27555.258437858527,27550.512950435055,29864.17240653161,21453.559026156105,21917.469740337438,29791.789295599818,27370.571257005115,71626.11256690239,383974.42175193294,
32605.227309482358,43216.21252618317,27380.297049886613,56100.78982478721,27033.190897566375,47528.25713987883,43903.23813209673,68608.35543961157,55735.41693021703,23002.384589634894,22300.865359569696,27220.45839368848,26247.535590209452,27720.584225510735,27715.810266155204,30043.351195103874,21582.27589346261,22048.9699749056,29970.533800644876,27534.788960198137,72055.85426224137,386278.1879770838,
32901.25249558264,43608.57560447682,27628.884721205082,56610.132900074575,27278.627167351533,47959.76957901348,44301.83876490627,69231.25559590456,56241.442758914316,23211.224881231836,22503.33650800251,27467.594878438067,26485.83883937913,27972.26138838636,27967.44408591307,30316.11692509528,21778.222916839804,22249.154147160785,30242.638416314294,27784.77927459794,72710.05450642708,389785.23521822173,
32851.95602762553,43543.23618464076,27587.487925428613,56525.313040923895,27237.75516801808,47887.91069629771,44235.46061789171,69127.52530862833,56157.17531404429,23176.44713519446,22469.619402331726,27426.439745788768,26446.154687359754,27930.350105908416,27925.54002127576,30270.693806726682,21745.592260352583,22215.817886948942,30197.32539195972,27743.14889954187,72601.11187961927,389201.213823879,
33248.21353004287,44068.45099995296,27920.2458608802,57207.116564285476,27566.294656663984,48465.530606434644,44769.0249855046,69961.33564564615,56834.53839142219,23455.99947140777,22740.646042485172,27757.255131780606,26765.145958264395,28267.243615850486,28262.375512385664,30635.816343546318,22007.88574663471,22483.783194787484,30561.562965194003,28077.784404437843,73476.82032273141,393895.7257974723,
33249.5156552962,44070.17688645421,27921.339322854685,57209.357010409934,27567.374256576346,48467.428699132506,44770.77830912145,69964.07559502171,56836.764245982275,23456.91809668146,22741.536651824594,27758.342210424322,26766.19418217663,28268.35066756383,28263.482373445746,30637.016157487633,22008.7476583214,22484.663744410453,30562.75987109339,28078.88403621498,73479.69795172612,393911.15223749063,
33250.095679764854,44070.94567301932,27921.826399423644,57210.35500470393,27567.85515836665,48468.27419399234,44771.55931739746,69965.2960902672,56837.7557405449,23457.327293212213,22741.933368812886,27758.826443574013,26766.661107701788,28268.84379760656,28263.975418563037,30637.550607950077,22009.131592099526,22485.05598035387,30563.293026184692,28079.373861088294,73480.97977559398,393918.02385959623,
33535.82627911992,44449.66391318847,28161.76917339439,57701.98513961384,27804.75612410214,48884.78033486289,45156.298194573275,70566.53423942818,57326.183989598816,23658.90494433568,22937.36337041491,27997.368497512907,26996.67711110511,28511.768622820837,28506.858407961998,30900.830623210553,22198.26435194666,22678.27853777673,30825.93491806806,28320.670499754102,74112.4295192185,397303.10984966945,
33645.644612212454,44595.221322653844,28253.989311995363,57890.93935745304,27895.807167370884,49044.861230001334,45304.16958903612,70797.61544487669,57513.90758751753,23736.379746422164,23012.47537123193,28089.050280266187,27085.081972661323,28605.134889619145,28600.20859549015,31002.02024895502,22270.956056883,22752.54212459574,30926.879286056654,28413.410985718576,74355.12231597553,398604.141316526,
33972.317960227825,45028.20664431625,28528.313831252453,58453.015881699204,28166.65401331446,49521.049135021836,45744.038253443716,71485.00587342826,58072.32342307686,23966.841749183543,23235.908818927353,28361.77336830285,27348.057300114804,28882.86876253271,28877.894637874233,31303.026036381376,22487.18992199267,22973.45182025972,31227.155512489127,28689.283366890675,75077.05340182656,402474.2811482175,
34418.25295749269,45619.26590704547,28902.7885304827,59220.294861833696,28536.38141299006,50171.08334630034,46344.493824279794,72423.34825960179,58834.60527317469,24281.440638855474,23540.913174171692,28734.06198706085,27707.039453514037,29261.99749957386,29256.958082453777,31713.922780202567,22782.366276697052,23275.011054063718,31637.056347761947,29065.871020247832,76062.5465213303,407757.3285891701,
34116.31116181297,45219.06072863111,28649.232375850945,58700.77162533045,28286.039646466328,49730.946334828914,45937.926422312805,71787.99829428982,58318.46558455571,24068.426288672126,23334.395266231153,28481.986023639332,27463.973274184867,29005.290104195345,29000.294896485204,31435.70532378116,22582.502890489897,23070.82583173972,31359.51321925217,28810.884188124553,75395.27087811311,404180.1865376013,
34346.2483772814,45523.82828866197,28842.322557452542,59096.40326057255,28476.681980629877,50066.1231148918,46247.53899548464,72271.83525877142,58711.52055240679,24230.64273977892,23491.66449286907,28673.948997778716,27649.075042966768,29200.78004473375,29195.751170307827,31647.5757840473,22734.704510656826,23226.3186523189,31570.870159745522,29005.063871091446,75903.42014908722,406904.281361311,
34213.489253162224,45347.86427932486,28730.837849188945,58867.976951844845,28366.61058895877,49872.60169794508,46068.77761513635,71992.48173398334,58484.58193720134,24136.983634084405,23400.86177206193,28563.11510663091,27542.202614132948,29087.909784792937,29082.900348558825,31525.247883910044,22646.827679837086,23136.5415771949,31448.83875113146,28892.950116126176,75610.02939892575,405331.46748654725,
34182.96130168512,45307.40136745798,28705.201948177317,58815.4503378347,28341.299680000564,49828.10146140369,46027.67144799748,71928.24441013635,58432.39741821452,24115.446729159783,23379.981692646063,28537.628860970377,27517.62730645956,29061.95527626825,29056.950309845015,31497.11859167147,22626.620408622955,23115.89734493346,31420.77763709829,28867.16956586868,75542.56421606783,404969.79904402123,
34629.36302777739,45899.079250385905,29080.068583762273,59583.532374963805,28711.414047366,50478.816017815596,46628.75547348772,72867.56889335156,59195.47709516206,24430.374887383816,23685.30527451749,28910.307128066263,27876.98518125438,29441.48082071846,29436.410493496587,31908.445392242196,22922.105703676836,23417.772199598006,31831.10748677315,29244.151367061157,76529.0887819727,410258.3758795097,
34664.78869315111,45946.033779153346,29109.8173486433,59644.48603091198,28740.785680498047,50530.45559441636,46676.45645738603,72942.11205229278,59256.03377249767,24455.367038842705,23709.535223484687,28939.882227826223,27905.50319782509,29471.599308512326,29466.523794371038,31941.087572468103,22945.554903295902,23441.728463566116,31863.670550708135,29274.067987809765,76607.37765746751,410678.06814843806,
34604.906187200024,45866.663220585586,29059.53090881973,59541.451758258205,28691.13673312421,50443.165568372104,46595.82411295356,72816.10648226838,59153.67054084987,24413.12103886842,23668.577628252082,28889.88934643088,27857.297178855704,29420.68789991838,29415.621153593573,31885.91018818997,22905.917063867244,23401.23349743062,31808.626902288226,29223.49780934972,76475.0404380176,409968.6326437948,
34304.67419443615,45468.72428020378,28807.410564197453,59024.87042101279,28442.21257452519,50005.52091654201,46191.558976321525,72184.35430712263,58640.45359150451,24201.31292300662,23463.229167291796,28639.240811154246,27615.60740805329,29165.434159050157,29160.41137179109,31609.2681910956,22707.185442143826,23198.204512810367,31532.655414595276,28969.954888719658,75811.5433701973,406411.74684027664,
34529.69404829476,45766.97418150523,28996.37138272789,59412.0412083195,28628.77789447723,50333.529716304605,46494.55027690759,72657.8440935291,59025.102815180944,24360.060266481018,23617.13508601151,28827.098528310256,27796.750651331342,29356.74341606263,29351.68768207308,31816.6076594323,22856.132128556615,23350.372015106645,31739.492345124032,29159.98190889779,76308.82552811163,409077.58506867924,
