Clean Technology CAD,Consumer Products & Services CAD,Financial Services CAD,Technology CAD,Industrial Products & Services CAD,Oil & Gas CAD,Real Estate CAD,Utilities & Pipelines CAD,Comm & Media CAD,Technology US,Health Care US,Consumer Services US,Capital Goods US,Consumer Durables US,Finance US,Consumer Non-Durables US,Public Utilities US,Basic Industries US,Energy US,Transportation US,Fixed Income ETF US,Fixed Income ETF CAD,
60454.56399808242,44135.37060855676,46153.1978596486,56372.11374670257,44305.8673882655,66912.68161822754,40807.922154440224,41843.00907310158,44522.7808964468,26110.73920368209,32081.89890022552,34891.85710112311,42101.03886363989,34817.96217114497,31752.351188401004,39271.72998383826,34439.20585667283,29994.003510675917,38117.860193602326,34280.174601814375,114644.44939637545,434264.6472380996,
63842.58042384928,38154.02980405614,48879.835191880484,34554.83314432893,51379.190632730795,35563.41038771188,65973.84824805366,68970.06895200186,55060.072241123,26560.082157816032,24847.616573263178,37248.08191872173,26006.743249756764,32732.080817628066,41992.9738913584,34021.952605889914,35234.42461102631,31277.68290784692,30469.544781353674,36479.418464187635,98875.39597523207,447290.1814451872,
63016.94690754167,37660.60918134177,48247.704881074125,34107.958531727636,50714.737824816206,35103.492518237304,65120.652466308034,68078.12504605744,54348.017046129564,26216.598328061802,24526.278918878794,36766.37731583604,25670.415383081374,32308.778645283117,41449.90676493656,33581.969381916744,34778.761295202545,30873.1894937381,30075.50247869131,36007.65447314143,97596.70641861694,441505.6758242568,
62747.96308824025,37499.85727265793,48041.76262953215,33962.370885790115,50498.26520047589,34953.655498963286,64842.68911398173,67787.5379106217,54116.0360011263,26104.69444992375,24421.590061347633,36609.44237884519,25560.842852014037,32170.87068395767,41272.98048115961,33438.626887123006,34630.31037044604,30741.409253158898,29947.127114267554,35853.958096221075,97180.12110098428,439621.13700169674,
63283.96923336119,37820.18884917518,48452.14535312205,34252.48451819695,50929.6318796992,35252.23689061002,65396.588844278696,68366.59315153232,54578.30643061256,26327.68617671473,24630.20436055761,36922.16784623473,25779.188885396554,32445.6809492127,41625.542860503265,33724.266589414205,34926.129680786056,31004.008761707068,30202.941699665203,36160.23005981386,98010.25389781262,443376.4721450319,
64760.733410057335,38702.74253101507,49582.80124288956,35051.78397289435,52118.10119986652,36074.86608437139,66922.65209304924,69961.96298803302,55851.91945991326,26942.056360381637,25204.96292745866,37783.76574317161,26380.759600878286,33202.81770745908,42596.89644777977,34511.23980534743,35741.14899401901,31727.503353274602,30907.74297672219,37004.04774413941,100297.3739008494,453722.89160616347,
64009.20116778904,38253.606807179225,49007.40513735032,34645.01671722022,51513.28356740563,35656.22621464895,66146.03132089753,69150.07176708335,55203.77179300964,26629.4004813997,24912.46558674416,37345.29451693476,26074.617431516912,32817.5072465149,42102.570033988755,34110.745430613504,35326.38182832553,31359.31354934384,30549.066288555765,36574.62495181142,99133.44776332329,448457.5500304568,
64159.35931343323,38343.34532222976,49122.37081328445,34726.289899374664,51634.12774285862,35739.87157674349,66301.20222170025,69312.28979758946,55333.273424865256,26691.869959583342,24970.907335237862,37432.90223693269,26135.785453152344,32894.49330387694,42201.33776937395,34190.76527443214,35409.25341383017,31432.878853789694,30620.730847109255,36660.42477059059,99366.00330871178,449509.57931506215,
64313.43542518899,38435.42531838584,49240.33620408832,34809.68368292634,51758.12501654794,35825.699435782626,66460.42188274997,69478.7404639175,55466.15404760296,26755.969407939305,25030.873961313897,37522.795840767234,26198.5494870111,32973.488101840514,42302.68257867343,34272.87301721216,35494.28730669567,31508.363643645873,30694.265296307756,36748.46330096887,99604.6267549922,450589.0584264337,
64201.72716060083,38368.6654783518,49154.808934883506,34749.22152086993,51668.22451153353,35763.47252028402,66344.9844419845,69358.06039960925,55369.812936743714,26709.496025042325,24987.39695728111,37457.62117892316,26153.044306350595,32916.21529237351,42229.20556369132,34213.34326045307,35432.6360325628,31453.63566030344,30640.951348974813,36684.63360450664,99431.61998080587,449806.41446679353,
63309.970770700624,37835.728061782414,48472.05292658556,34266.55786514339,50950.557380122875,35266.72100664942,65423.458395403664,68394.6829908097,54600.73106499897,26338.50345514208,24640.32419321219,36937.33808820181,25789.780802283316,32459.0119332664,41642.64558209411,33738.12290701869,34940.47980888356,31016.747404703958,30215.35120756868,36175.08724376571,98050.52345276067,443558.64260677074,
61684.42618770483,36864.2592386915,47227.48620032887,33386.73093049924,49642.35266068229,34361.213918358146,63743.64797848405,66638.58351567175,53198.80461439642,25662.236966711847,24007.660095788957,35988.93629447758,25127.603297390167,31625.59548440056,40573.43047863501,32871.864049775126,34043.34927811273,30220.362489151303,29439.54291258982,35246.25697591605,95532.98166087121,432169.84649846336,
61618.41447699786,36824.8088787435,47176.94561254767,33351.00205434939,49589.22779878153,34324.44219731114,63675.4325875042,66567.27010370011,53141.87380840212,25634.774473057692,23981.96825084625,35950.422663109865,25100.71294301483,31591.751290832173,40530.010741747225,32836.68615943617,34006.91772053927,30188.02210845257,29408.038127505533,35208.53812429024,95430.74685156651,431707.3590823283,
63198.09363104547,37768.86729750164,48386.39636145649,34206.00429936044,50860.52096794115,35204.40001955672,65307.84644198585,68273.82048830837,54504.24431038086,26291.959816067738,24596.78146278041,36872.0648985055,25744.206829126022,32401.652541579442,41569.05748817015,33678.50315609759,34878.73533338294,30961.9366862847,30161.956662829085,36111.16105270386,97877.2551354317,442774.81548443803,
62264.37312585536,37210.85100575455,47671.511341052115,33700.6275422482,50109.081982935284,34684.27246059777,64342.95538484906,67265.10863491338,53698.97111923678,25903.50914308989,24233.376209647966,36327.29841764567,25363.848935001166,31922.934187245162,40954.89527016514,33180.919966887115,34363.41930872551,30504.489420024438,29716.328704853717,35577.636548974704,96431.16720997595,436233.0370755321,
62681.406258020696,37460.0811347418,47990.80468155406,33926.3469633925,50444.70163764591,34916.580119937425,64773.91040567099,67715.63559810561,54058.635065015944,26077.00517315801,24395.68605517107,36570.61070494025,25533.730439208255,32136.747007701975,41229.20218750127,33403.15850053376,34593.57796393692,30708.8018081412,29915.36216514714,35815.927765286615,97077.0420446691,439154.8304008721,
62816.42905183147,37540.77435962528,48094.18226849997,33999.428127716325,50553.36519442746,34991.79435777225,64913.440688591276,67861.50268770936,54175.08344056817,26133.177973082184,24448.237104752512,36649.38791055082,25588.73296429713,32205.97317258903,41318.01452274197,33475.11265810771,34668.09641882567,30774.95201858237,29979.803217423025,35893.07929902674,97286.15690367212,440100.819261941,
63202.0406726479,37771.22615489646,48389.41833741269,34208.14063788373,50863.697465532256,35206.59871295841,65311.92524835581,68278.08453480632,54507.648376982266,26293.60188235868,24598.317656582178,36874.3677460403,25745.814685463734,32403.67618918052,41571.65368672382,33680.60654949804,34880.91368737261,30963.870416325764,30163.840430058743,36113.416377932794,97883.36806662557,442802.46901822067,
62596.65694061076,37409.43268098468,47925.9180081126,33880.47634690497,50376.497136726764,34869.37064414371,64686.33188724631,67624.07967686006,53985.54429224333,26041.74737470621,24362.701508965896,36521.16487276237,25499.207183352366,32093.29604616057,41173.45763817888,33357.995268703846,34546.80520795977,30667.281520912737,29874.91465965993,35767.50231327909,96945.78760191466,438561.0646522137,
62446.3536806934,37319.6074417719,47810.841228245816,33799.12462156724,50255.53617630276,34785.64444636842,64531.01102779572,67461.70487729229,53855.91750876772,25979.21752541927,24304.20328180553,36433.47248782296,25437.980048353733,32016.235588733784,41074.594452706224,33277.898092940115,34463.853534559494,30593.645122250586,29803.180843789218,35681.619576731544,96713.00731261504,437508.0186764103,
62143.212742744494,37138.44232744624,47578.747240369994,33635.0494156389,50011.574608082024,34616.78025713892,64217.7502838653,67134.21730937595,53594.478171073395,25853.103446635694,24186.220428609333,36256.60904629734,25314.493364554495,31860.81527811664,40875.201047737675,33116.35314041264,34296.55145413347,30445.13066574515,29658.50363427522,35508.40594633554,96243.52158573795,435384.17023171356,
62818.46926273008,37541.99364410462,48095.74431645948,34000.5323930313,50555.00711403652,34992.93085408839,64915.54900820063,67863.70675724132,54176.84298973925,26134.02675094684,24449.03115752733,36650.578243745025,25589.564059166158,32207.019188391878,41319.35648797003,33476.19989421311,34669.222401776555,30775.951556338026,29980.776929590138,35894.245068120515,97289.31665472126,440115.1132691219,
64002.94064164037,38249.86534968049,49002.6118867591,34641.628203863984,51508.245225215855,35652.73879826964,66139.56179852948,69143.30842955402,55198.37249649428,26626.79594869197,24910.028981703195,37341.641898426984,26072.06716028608,32814.29747575534,42098.45212225395,34107.40917254712,35322.92667292382,31356.246399638825,30546.078386428762,36571.047709919454,99123.7518519448,448413.6878955244,
63975.56476425439,38233.50479478495,48981.65207645732,34626.81099458184,51486.21368429733,35637.489108239286,66111.27202752823,69113.73387071888,55174.76258322748,26615.406911035807,24899.374254088376,37325.66981652334,26060.91539590426,32800.26186777862,42080.44541737626,34092.8204639331,35307.818052916395,31342.834441561343,30533.012960244494,36555.405233059064,99081.35380508113,448221.8886123203,
64848.22338931646,38755.02887743226,49649.786250994424,35099.1379741742,52188.51132885825,36123.60224159667,67013.06276530819,70056.4796861685,55927.37387523296,26978.454341504592,25239.014142873217,37834.810577087716,26416.399285433843,33247.67380589416,42654.44368961105,34557.86354624391,35789.4343085843,31770.366342375506,30949.498491979524,37054.03920036859,100432.87290928044,454335.8588207974,
64526.659389040295,38562.85364941054,49403.58700226749,34925.09127523133,51929.72326043863,35944.475514077014,66680.76393879755,69709.08941584599,55650.0458448212,26844.675816112467,25113.861009500775,37647.198451373515,26285.40783211184,33082.80799415534,42442.93236631634,34386.50087411312,35611.96462533952,31612.826080555835,30796.02868168305,36870.29869910417,99934.85469561176,452082.93578612583,
65274.818489935744,39009.97349394423,49976.400527445956,35330.03281620946,52531.82625836444,36361.23638063038,67453.89896341879,70517.33658306967,56295.28439673551,27155.928385400497,25405.045519140407,38083.70166432918,26590.175927602046,33466.38904605476,42935.04006907373,34785.19768904984,36024.87016992346,31979.36331897995,31153.095502556647,37297.794090708994,101093.55672272902,457324.64465452835,
65046.949022027446,38873.792618856045,49801.93668274117,35206.698336462825,52348.44161517942,36234.30204702025,67218.42248993763,70271.16587992215,56098.76180505326,27061.12908767911,25316.358421442463,37950.754334332894,26497.3516290382,33349.56040614192,42785.15708262514,34663.765187637204,35899.11006538404,31867.725773719445,31044.342395920918,37167.59030477409,100740.64674132605,455728.15881435946,
45369.22836964144,32612.470006705364,47794.01538073497,35955.99823723281,90734.9806292656,52806.51704225136,55388.29678869607,67061.59296964091,50873.48494688529,29300.51169755664,28213.750235262618,27220.924003088287,36173.2521272748,34349.470175026705,31212.394953853545,32793.63610125361,35364.62992785875,27023.16143694011,30030.26650428689,40018.6122221003,108752.55219572203,444780.1431018453,
45851.04871935735,32958.81382317294,48301.58692278224,36337.850260456566,91698.58441247459,53367.321257418545,55976.51945608347,67773.78582233576,51413.76039765266,29611.68257923773,28513.379730708213,27510.00970267084,36557.41138271384,34714.26090052563,31543.869999662347,33141.90389822887,35740.20163078893,27310.146901799562,30349.187368253788,40443.60912923087,109907.50224919271,449503.69983395457,
45273.38051723503,32543.572312736593,47693.044879433975,35880.03694505281,90543.29226814568,52694.95703928362,55271.28247114163,66919.91743545014,50766.00870248324,29238.610906612208,28154.14535623871,27163.416586718835,36096.83186059743,34276.90286308677,31146.455083763336,32724.3556725169,35289.917971064686,26966.071817344655,29966.824020139327,39934.068178139016,108522.79958704313,443840.4925271872,
45561.60548962139,32750.755211915537,47996.67421716729,36108.46085640117,91119.7201296309,53030.43016640666,55623.15731861275,67345.95125785463,51089.20152107272,29424.75335334127,28333.38374478304,27336.347675720368,36326.63595844462,34495.12070474855,31344.743483124923,32932.68949699202,35514.584994302655,27137.74654576402,30157.60250690207,40188.301362549384,109213.69080296103,446666.1245485005,
45744.95442677916,32882.550746657755,48189.822353855096,36253.768464622575,91486.40395607523,53243.835135427,55846.99593593385,67616.96472308072,51294.79460100185,29543.164396926935,28447.402900602134,27446.354560645887,36472.82154654939,34633.93591221057,31470.880947802783,33065.21717138215,35657.502728265914,27246.954220352134,30278.962680834622,40350.027058161184,109653.1883561445,448463.59762523393,
45211.75363831097,32499.27346056871,47628.12431311607,35831.19644170755,90420.04323204001,52623.22778690026,55196.04628170953,66828.8249302675,50696.905166674274,29198.81082290599,28115.821465085523,27126.441292052772,36047.696252405585,34230.24457253056,31104.05801081602,32679.81073503139,35241.88074748659,26929.365151662547,29926.032680625278,39879.70926001885,108375.07654639002,443236.32946310693,
45022.907759515365,32363.526594698873,47429.185447279306,35681.532400041215,90042.36594348596,52403.424773374645,54965.49681111169,66549.686273674,50485.14824866113,29076.849725494234,27998.383927601128,27013.13631641798,35897.12790834617,34087.26757877355,30974.138848286904,32543.309779405958,35094.67823034004,26816.883347303512,29801.034035678887,39713.13490412083,107922.40251977138,441384.9667661141,
44585.80456418662,32049.32652210005,46968.72099612524,35335.11959370735,89168.19304290203,51894.668108057514,54431.8663664212,65903.59116418607,49995.01509835452,28794.558230840128,27726.562677313064,26750.880305259707,35548.62200118279,33756.332632095015,30673.42759401921,32227.364288565343,34753.96287549328,26556.532650665366,29511.711825068378,39327.58143752039,106874.64196105942,437099.79752795515,
44302.44178509792,31845.638681990557,46670.21371467553,35110.54906536598,88601.48919547949,51564.854224048424,54085.92744986831,65484.74429292855,49677.27436097573,28611.555902572713,27550.347939648982,26580.86646653992,35322.69456931314,33541.796002780575,30478.484208513975,32022.544938622585,34533.08585867131,26387.753978430825,29324.151664157132,39077.637024048396,106195.40569166346,434321.8323307965,
44202.52833204179,31773.818538511103,46564.9603241351,35031.365705387,88401.66994455922,51448.56215448593,53963.94970878864,65337.05927465028,49565.2392717159,28547.02945138067,27488.21478660742,26520.919744714098,35243.03276640876,33466.150586290925,30409.747351616537,31950.325825825526,34455.204827427915,26328.24277516194,29258.018125402767,38989.50685570945,105955.90761314175,433342.3243791505,
44351.196994739585,31880.685075091067,46721.5746772319,35149.188519791984,88698.99587922491,51621.601779635326,54145.44946773526,65556.81080456283,49731.944619054164,28643.043160385067,27580.667329176402,26610.11893355562,35361.56749164978,33578.70903127246,30512.026036622563,32057.7860185458,34571.089809983525,26416.793923529833,29356.42313959601,39120.64229212482,106312.27462842758,434799.80715868436,
44511.47190538028,31995.89445607306,46890.41558150949,35276.20951202745,89019.53342052616,51808.150242202,54341.11852884473,65793.71787146424,49911.66430014309,28746.552456505146,27680.337446132184,26706.281714341887,35489.355972093974,33700.05467590197,30622.289402165232,32173.635401146912,34696.0216879372,26512.258072693818,29462.510425041477,39262.0151946041,106696.4624625936,436371.0725350667,
45035.67903448556,32372.70688796989,47442.639291091335,35691.653884510255,90067.90751491387,52418.28961841609,54981.08841788658,66568.56387143205,50499.468952104784,29085.0977143868,28006.325997042106,27020.798908837536,35907.310549005604,34096.936831358405,30982.92502545497,32552.54107028244,35104.63324675222,26824.490270270402,29809.487447930685,39724.39999984717,107953.01597293587,441510.1707802216,
45954.54465549837,33033.20913987781,48410.614264474425,36419.87280814304,91905.56835508111,53487.78307949555,56102.870814336646,67926.76621439695,51529.81260172447,29678.52268202376,28577.740721573147,27572.105865941903,36639.9295283097,34792.6186487057,31615.071475883928,33216.71248964054,35820.87515361908,27371.791930619966,30417.6921821136,40534.89928081216,110155.58773800728,450518.3288885247,
45717.03626758902,32862.482516230455,48160.41209104736,36231.64277902685,91430.56977673492,53211.34040712677,55812.91249782866,67575.69806955034,51263.48937271512,29525.134194974627,28430.041442214493,27429.60404235562,36450.56217279311,34612.79881089974,31451.674259870437,33045.037459581916,35635.7409438251,27230.325396148415,30260.48342097245,40325.40142473664,109586.26698292218,448189.9001592211,
45696.50337958925,32847.722992692,48138.78180990445,36215.370064871124,91389.50557392894,53187.44160304635,55787.84524993116,67545.34780292661,51240.46540677809,29511.873574359266,28417.272660499406,27417.284586991474,36434.1911353916,34597.2531679761,31437.54837250532,33030.195945159714,35619.735867001975,27218.09544278303,30246.892533031572,40307.29008116325,109537.04851361671,447988.6046734698,
45935.24668308212,33019.33730274874,48390.284899756894,36404.57878866958,91866.97388882512,53465.32162828952,56079.3111933772,67898.24131287617,51508.173373011465,29666.05959885394,28565.739896490493,27560.527343241964,36624.543099074646,34778.00797200321,31601.795165959564,33202.763592829804,35805.83267488662,27360.29752697349,30404.918694984153,40517.87721315638,110109.32942972463,450329.13997698005,
45380.320788178076,32620.443498427132,47805.70064057299,35964.78919523855,90757.16461645742,52819.42781921507,55401.838790446825,67077.98900024767,50885.92311274633,29307.675441591236,28220.64827469032,27227.579304332045,36182.09620214331,34357.86834959096,31220.02613826644,32801.65388665674,35373.276300976606,27029.768386796073,30037.608667616594,40028.396457185954,108779.14133706814,444888.88833912107,
45270.569113923186,32541.551409814518,47690.0832188998,35877.80885310244,90537.66967692674,52691.68476813784,55267.85021437587,66915.76181739474,50762.856215892556,29236.795236419315,28152.397029593063,27161.72978271877,36094.59030603532,34274.77432315606,31144.52093954935,32722.323543242157,35287.72652454302,26964.39726813387,29964.963129096224,39931.58833744125,108516.06049765584,443812.9307543228,
45073.510818550596,32399.90126546886,47482.493018704976,35721.636311146896,90143.56818443956,52462.323092684,55027.27474635502,66624.48414593206,50541.89053973827,29109.530367781423,28029.852438749876,27043.49746810209,35937.47413592534,34125.57963144798,31008.951930220155,32579.886515736835,35134.122552412664,26847.023922372828,29834.528617874093,39757.77009562738,108043.70085383506,441881.0571041667,
44205.658815113624,31776.068803480455,46568.258117848185,35033.84667426959,88407.93067085082,51452.20581151127,53967.77150897581,65341.68653389857,49568.74954925763,28549.051190765742,27490.161539300345,26522.797992258824,35245.528725840006,33468.520704513634,30411.90101121238,31952.588591280615,34457.644991814865,26330.10737706208,29260.090217971072,38992.26814552242,105963.41155437904,433373.0142709275,
42505.06068877649,30553.638813338934,44776.77045258754,33686.089495447144,85006.86471499657,49472.83196788351,51891.62348696338,62827.98234602512,47661.83254207298,27450.765037701553,26432.611025191596,25502.4620945517,33889.62810769489,32180.981843495418,29241.950754519545,30723.36785921961,33132.05437555113,25317.184315357175,28134.450290077388,37492.22991676879,101886.98369469386,416701.0913581478,
39387.165151722504,28312.422060482422,41492.237023026355,31215.096479634587,78771.31252852894,45843.82592722597,48085.19059029867,58219.32910369478,44165.66967198954,25437.15497779716,24493.68613924525,23631.766900614788,31403.704819569764,29820.393761936848,27096.950929208317,28469.7008845287,30701.701782307155,23460.079897471507,26070.68951487958,34742.04312871506,94413.2154751496,386134.60228654987,
40827.3629531988,29347.670163485145,43009.40710390694,32356.4813228866,81651.59778607375,47520.112531182414,49843.43304072513,60348.12790034793,45780.59423224431,26367.26849405851,25389.301571122767,24495.866121875377,32551.9861560187,30910.781084041962,28087.755141814872,29510.699912121643,31824.314268840113,24317.901356838942,27023.96831973052,36012.391323108575,97865.44933950201,400253.67389642156,
39937.56614738325,28708.0632606457,42072.05454687439,31651.300002174357,79872.07234909984,46484.45307919401,48757.13884236218,59032.89302945431,44782.84606607241,25792.616849008875,24835.963863130964,23962.000061118146,31842.543977796704,30237.107540507623,27475.606989205422,28867.539917945982,31130.731065434484,23787.91388308863,26435.004474112546,35227.53262905543,95732.55713380619,391530.4937841711,
41289.66735887275,29679.98545968485,43496.41965998002,32722.86657987282,82576.17117647594,48058.201591856516,50407.82997998022,61031.473661240874,46298.98603805845,26665.835521381938,25676.794691527575,24773.242518727748,32920.58519168544,31260.796104467277,28405.803921071987,29844.861258754165,32184.673587439807,24593.26258815085,27329.97141935089,36420.17389742307,98973.61859463554,404785.9048181593,
41405.27277438437,29763.0853553954,43618.203679801605,32814.48612610984,82807.37315001675,48192.757976520006,50548.965002435725,61202.353431488715,46428.616860030816,26740.496209941623,25748.68620117624,24842.604206000637,33012.75832296528,31348.32205354966,28485.336282926473,29928.422784128466,32274.78626698365,24662.120356259722,27406.491597496035,36522.145397939705,99250.73117592308,405919.24993118783,
55130.07207477538,62247.08468560003,42816.53544500476,55263.440498853415,44567.56015408675,43862.25587891866,40504.033283385725,40227.49451509137,31443.942382432062,26235.790285767114,30376.880647996662,34548.687821288426,33882.91578925281,35976.94947079831,36020.36427432211,29455.150236550453,26730.91699912718,31435.57112943442,27097.512958081476,26142.135568071506,151422.9351497634,351220.4195683469,
54118.791276486336,61105.25266683107,42031.128524330576,54249.71325126198,43750.03323793673,43057.66674143617,39761.04584347832,39489.579775723505,30867.149101430536,25754.532962033736,29819.661058848098,33914.94251160766,33261.38309687322,35317.004783414515,35359.623205661956,28914.8384480126,26240.577297680567,30858.93140686471,26600.448588226704,25662.5962035954,148645.30216336309,344777.79301428143,
52526.03435242058,59306.87890447823,40794.120649535114,52653.10319454271,42462.43669846807,41790.447071171,38590.84821744946,38327.3716012117,29958.705577511064,24996.55759462782,28942.045899593602,32916.80012445266,32282.47545717939,34277.59864408178,34318.962773956344,28063.85290195654,25468.29727817979,29950.72973590631,25817.57728469555,24907.32660446562,144270.55859156034,334630.7220222099,
54167.41908829662,61160.15808244026,42068.895107061755,54298.45870149326,43789.34432254908,43096.35570816855,39796.77266976272,39525.0626793233,30894.884420018047,25777.674398725132,29846.455169211873,33945.41638959185,33291.269726630366,35348.73846818099,35391.39518471713,28940.81954052059,26264.155463868832,30886.659341538147,26624.350112586497,25685.655031579503,148778.86567447617,345087.5890987766,
53728.07864782338,60664.101020028764,41727.6832269751,53858.055426527426,43434.17824400021,42746.8103132005,39473.989492560824,39204.483284189846,30644.302569194857,25568.597152378003,29604.37690553769,33670.09232136661,33021.251303161276,35062.03235239819,35104.34308935938,28706.08669523101,26051.13247284641,30636.144202580923,26408.40565921111,25477.32413479036,147572.1518697814,342288.6569002649,
53845.08881892738,60796.21661058901,41818.5586775224,53975.34866386975,43528.770136284424,42839.90524074637,39559.95680017585,39289.86365535845,30711.040393759322,25624.28099596563,29668.849957512062,33743.419776261,33093.1656980604,35138.39120438135,35180.79408658011,28768.603431367286,26107.867192285783,30702.864259678223,26465.91845591882,25532.80920202726,147893.5376921491,343034.10053642,
54731.861629566876,61797.46729217519,42507.26700039407,54864.26671916103,44245.643869509004,43545.43408304466,40211.46829082341,39936.926991821136,31216.819401743134,26046.28634831675,30157.465169082043,34299.13893007666,33638.175841097116,35717.08409194339,35760.18530566785,29242.39251561965,26537.836708127084,31208.50861520703,26901.784705006725,25953.308108728757,150329.19098888183,348683.51666981756,
54729.647694708925,61794.96754955914,42505.547557325146,54862.04742844207,44243.85410810936,43543.672645528175,40209.841714114926,39935.31152046397,31215.556663685806,26045.23276125521,30156.245282504507,34297.751510445494,33636.81515779793,35715.63931562588,35758.73878588179,29241.209644250164,26536.76323757458,31207.246213325736,26900.696512551247,25952.258282689763,150323.11008780904,348669.41222372407,
56255.01153534584,63517.24812332103,43690.21488118743,56391.101367131014,45476.969577870535,44757.27343668475,41330.52567924073,41048.34408551328,32085.561924193673,26771.136507184703,30996.726594935048,35253.6602760384,34574.30304082066,36711.06587238321,36755.36656311556,30056.188101568732,27276.366373994053,32077.01985420854,27650.44279224747,26675.570747409172,154512.74854152405,358387.1381025554,
55310.335409756764,62450.61910258893,42956.536195615,55444.139919549925,44713.28637433298,44005.67590771559,40636.472655312486,40359.029665442715,31546.75722931149,26321.575608999956,30476.20643528227,34661.65450991254,33993.7055482573,36094.5862641126,36138.14302459342,29551.462166032725,26818.321278933625,31538.358604138797,27186.115926873164,26227.61466076423,151918.05518598872,352368.8338867443,
55458.61416309871,62618.03989071762,43071.69625725242,55592.7773828103,44833.15602097841,44123.64855632141,40745.4129729024,40467.22619978928,31631.329376619753,26392.139824320366,30557.90859570739,34754.57723188527,34084.83759876515,36191.35046223192,36235.02399188609,29630.68522510385,26890.217195248435,31622.908235986586,27258.99784574027,26297.92698080749,152325.3248159092,353313.4821340963,
54459.38448277586,61489.81472810477,42295.64878597005,54591.13040675862,44025.371318191595,43328.647456727624,40011.27948266048,39738.10496029619,31061.409561309665,25916.617494062808,30007.329218667335,34128.38406746465,33470.71151769311,35539.27012992368,35582.15676852884,29096.812163686307,26405.720719141056,31053.14014920037,26767.85683700147,25824.10213742237,149580.79201577025,346947.6303519305,
54623.001443594214,61674.55380847903,42422.721201053806,54755.143183061984,44157.640485799624,43458.82339757914,40131.48877275037,39857.49352893381,31154.72999596796,25994.480992325654,30097.482790097933,34230.91887449183,33571.27042314099,35646.04378195054,35689.05926853176,29184.230191285034,26485.053671823447,31146.43573936051,26848.27778602406,25901.687683930417,150030.19031174554,347989.9946272606,
55503.927624607226,62669.203090215946,43106.88876395155,55638.2004647986,44869.78776016481,44159.70057963004,40778.70474786393,40500.29067722768,31657.17432510612,26413.703998436573,30582.87648637376,34782.97408639393,34112.68723042045,36220.92125823646,36264.63047213617,29654.895511182585,26912.188332468868,31648.746303828033,27281.27030184621,26319.41417661974,152449.78497141396,353602.16329057165,
55076.19543340411,62186.25284316266,42774.692381171975,55209.43352130656,44524.00587663257,43819.39087002627,40464.45014494289,40188.18162806458,31413.213345750606,26210.150989261187,30347.194412462082,34514.92462828786,33849.80323137125,35941.79048893371,35985.16286472776,29426.364775075286,26704.793833049436,31404.850273678152,27071.03153092651,26116.587796960852,151274.95494829759,350877.18445409404,
53418.090139171,60314.09456758888,41486.93197328081,53547.31700630545,43183.58122885933,42500.17912310168,39246.241107706664,38978.28983726959,30467.49777938684,25421.077056758128,29433.572051214047,33475.82999210478,32830.73251479367,34859.739112200936,34901.805733932604,28540.464599152925,25900.828350547585,30459.386483130962,26256.040220278413,25330.33064625032,146720.72236721925,340313.79472481576,
52662.53018756507,59460.99565944903,40900.129557987704,52789.929234850024,42572.78094643736,41899.04506537267,38691.13163159476,38426.97033658357,30036.557229326496,25061.514449769857,29017.255627008955,33002.33877549808,32366.365731828613,34366.67350974324,34408.14512977049,28136.780528921932,25534.480011172138,30028.5606614443,25884.667667899386,24972.051581098778,144645.46468573817,335500.30413383414,
51605.55451761464,58267.56979291316,40079.23391004518,51730.396572425525,41718.313956297585,41058.10044933307,37914.5721948987,37655.71281114726,29433.70145905877,24558.511443055744,28434.85798874047,32339.957590755836,31716.748993297155,33676.90912456173,33717.54837870746,27572.054672722414,25021.98423817152,29425.86538816873,25365.143371359176,24470.84415988374,141742.3239441716,328766.5665510135,
52870.5258964567,59695.842559123994,41061.668538565995,52998.42811848578,42740.92622394119,42064.529358459535,38843.94596320531,38578.74133784857,30155.189490088116,25160.497302384647,29131.862058426763,33132.68467464578,32494.199794503915,34502.407979649026,34544.04339581321,28247.909439576193,25635.330886589378,30147.161338994865,25986.901643020472,25070.681091541774,145216.75580787216,336825.39473132597,
53656.36645101859,60583.13114243739,41671.98825505185,53786.16974649805,43376.20557092726,42689.75508712308,39421.30258146326,39152.156089701195,30603.40085984485,25534.470112715328,29564.863210718097,33625.15201551997,32977.17702148606,35015.23418972962,35057.48845350263,28667.771970595546,26016.36138134459,30595.25338240483,26373.15770634186,25443.318919484052,147375.1836649967,341831.7957553024,
54089.26277097735,61071.91218106926,42008.19533641366,54220.11331159562,43726.162174540565,43034.17344974229,39739.35126690816,39468.03331752568,30850.307247412922,25740.480673530736,29803.39073933276,33896.437708688565,33243.23489158544,35297.73498182231,35340.33015044035,28899.061821331466,26226.259811775628,30842.094036617586,26585.93474794771,25648.59407798433,148564.1977351176,344589.67401309405,
55061.43161657575,62169.58309248374,42763.22612577369,55194.63398845408,44512.0706973404,43807.64457100825,40453.603176932505,40177.4087170537,31404.792667376267,26203.1250524621,30339.05949290138,34505.67250001272,33840.72939664735,35932.15587261561,35975.516621938244,29418.47669464335,26697.635301464463,31396.431837122866,27063.774825053268,26109.586940867182,151234.40393151075,350783.12773068086,
54947.764993848534,62041.242685432764,42674.94742781893,55080.692388064526,44420.18175442309,43717.20981728271,40370.09237244981,40094.46807739508,31339.961866302903,26149.032366489955,30276.428748875467,34434.440366323935,33770.86994497293,35857.97896356265,35901.25020068429,29357.74636501907,26642.521768263,31331.618295813918,27007.90544802662,26055.68735124087,150922.20166160315,350058.98503645364,
