Date,Value,Holding2006-07-11,995024.8756218906,SPY
2006-07-12,995024.8756218906,SPY
2006-07-13,990074.5031063589,SH
2006-07-14,1003371.0076757604,SH
2006-07-17,1007660.0438719427,SH
2006-07-18,1010805.3863482781,SH
2006-07-19,1007946.0229485179,SH
2006-07-20,990217.6974241846,SH
2006-07-21,999939.49024677,SH
2006-07-24,1006373.2893861429,SH
2006-07-25,989931.5224715294,SH
2006-07-26,984927.6721357818,SH
2006-07-27,983498.0616635672,SH
2006-07-28,989359.6978702516,SH
2006-07-31,978065.109161084,SH
2006-08-01,978207.8939198336,SH
2006-08-02,984641.6930592066,SH
2006-08-03,978636.9960865692,SH
2006-08-04,976492.4379229163,SH
2006-08-07,978494.0777759469,SH
2006-08-08,981353.432272249,SH
2006-08-09,985642.5485995546,SH
2006-08-10,989073.7276971345,SH
2006-08-11,985785.4669101769,SH
2006-08-14,989216.8507872947,SH
2006-08-15,987215.1486100568,SH
2006-08-16,976063.4069838462,SH
2006-08-17,967627.9768949008,SH
2006-08-18,962813.9073581104,SPY
2006-08-21,967701.5063152332,SPY
2006-08-22,963554.6549177002,SPY
2006-08-23,963480.6843056977,SPY
2006-08-24,960814.6652930756,SPY
2006-08-25,960000.1743446611,SPY
2006-08-28,961184.7834467954,SPY
2006-08-29,965775.7898834776,SPY
2006-08-30,966886.6555967873,SPY
2006-08-31,967478.8181333683,SPY
2006-09-01,967330.8863769957,SPY
2006-09-05,973106.075872354,SPY
2006-09-06,974957.3861810163,SPY
2006-09-07,966368.1701756042,SPY
2006-09-08,961925.2375097804,SPY
2006-09-11,964665.2934078319,SPY
2006-09-12,965627.7918536783,SPY
2006-09-13,975105.6777074203,SPY
2006-09-14,979030.2764341793,SPY
2006-09-15,979103.8778085179,SPY
2006-09-18,981402.1739784194,SPY
2006-09-19,982740.9256037858,SPY
2006-09-20,980286.6123194355,SPY
2006-09-21,985492.5414810072,SPY
2006-09-22,980732.8691729793,SPY
2006-09-25,977757.8361061974,SPY
2006-09-26,985269.5598025378,SPY
2006-09-27,993450.0107787412,SPY
2006-09-28,994640.1111076721,SPY
2006-09-29,994268.3361182809,SPY
2006-10-02,993450.0107787412,SPY
2006-10-03,989731.9295176946,SPY
