2004-05-03,1000000.0000000001,[CMG.TO, PSI.TO, ACD.TO, GDL.TO, BR.TO, CGY.TO, WJX.TO, ENGH.TO, PEY.TO, CTC.TO, MRD.TO, MEQ.TO, VET.TO, MFC.TO, CCA.TO, SU.TO, POW.TO, RET.TO, CGO.TO, CIGI.TO, BLX.TO, SXI.TO, IPL.TO, FTS.TO, ENB.TO, AQN.TO, T.TO, SCI, L, NVO, PNR, WAT, OXY, MON, KYO, BAM, RENX, BP, COP, DVA, INGR, SYK, PHI, KMB, CW, BAP, ITT, ADM, IEX, AON, AVY, SJM, VZ, SRE, SON, UN, NSC, UL, CNI, FDX, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2007-12-31,1581192.0587246781,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-01-07,1546306.879497189,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-01-14,1492782.1269585933,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-01-21,1489923.842744682,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-01-28,1532936.2338118404,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-02-04,1507377.4301677246,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-02-11,1523131.8562992653,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-02-18,1531246.5648307707,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-02-25,1532415.4619256686,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-03-03,1520422.8556963108,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-03-10,1509869.53979218,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-03-17,1498423.319639836,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.0214774701422557, 0.019103298403833843, 0.00831470154903346, 0.005940588706763813, 0.003650594070750964, 0.020358214230125356, 0.026717795833114528, 0.03133881418926924, 0.022083102914766544, 0.027831157256823186, 0.0041182520163405775, 0.007082207823294421, 0.022954517631851964, 0.020101450370319796, 0.027085279969877862, 0.018060766512493, 0.012378889064926197, 0.006561792054543071, 0.019716298826416057, 0.013096015357032862, 0.023273519734204155, 0.04562480963741022, 0.020807100621820517, 0.020450590671940588, 0.022327548815663758, 0.015558722872804324, 0.019357223450357626, 0.0033435870767510177, 0.0016855406920343085, 0.010251830679741074, 0.003827728066559808, 0.0023469018556999837, 0.0027788241240836917, 0.002921403353474564, 0.017802215385545887, 0.011338270567229681, 0.01035475872938676, 0.0020705459250496775, 0.009788553818302499, 0.012441399526234591, 0.006263870927849818, 0.0028950391531621746, 0.020688726426607077, 0.008525156672439391, 0.009772631825742647, 0.013045208133812047, 0.01689981993486648, 0.013030856108390441, 0.011262531030078153, 0.0065654519105107015, 0.005313139022415021, 0.010965112585633912, 0.018524511371381717, 0.0028560813475989335, 0.004364039846202251, 0.00201848849514591, 0.019026617924285207, 0.015992442113129585, 0.0035713952154887907, 0.0029913649548142796, -1.2735294626281417E-8, -1.2735294626231723E-8, -1.2735294626247874E-8, -1.2735294626311233E-8, 0.09514927966646967, 0.11395600374702729]
2008-03-24,1526976.2480398389,[TA.TO, SNC.TO, LB.TO, SAP.TO, OTEX.TO, WTE.TO, WJA.TO, BLX.TO, CWB.TO, CMG.TO, FFH.TO, SU.TO, PPL.TO, BCE.TO, ENB.TO, CCA.TO, FRU.TO, VET.TO, NWC.TO, IDG.TO, SXI.TO, CGY.TO, CIGI.TO, FCR.TO, AQN.TO, CGO.TO, MEQ.TO, CHL, MON, TAC, SJR, OXY, PHI, PH, IRM, VGR, ENB, HRS, WAT, SBR, SLF, CW, VCO, NVO, CL, TD, TEVA, SXT, NLY, CM, CVS, UN, ITW, PNR, CNI, CP, CLX, KMB, NSC, BLL, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
