2004-05-03,1000000.0000000001,[CMG.TO, PSI.TO, ACD.TO, GDL.TO, BR.TO, CGY.TO, WJX.TO, ENGH.TO, PEY.TO, CTC.TO, MRD.TO, MEQ.TO, VET.TO, MFC.TO, CCA.TO, SU.TO, POW.TO, RET.TO, CGO.TO, CIGI.TO, BLX.TO, SXI.TO, IPL.TO, FTS.TO, ENB.TO, AQN.TO, T.TO, SCI, L, NVO, PNR, WAT, OXY, MON, KYO, BAM, RENX, BP, COP, DVA, INGR, SYK, PHI, KMB, CW, BAP, ITT, ADM, IEX, AON, AVY, SJM, VZ, SRE, SON, UN, NSC, UL, CNI, FDX, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
2009-08-17,1450006.2174961127,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-08-24,1459259.010012337,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-08-31,1462452.5492587632,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-09-07,1484595.2850025734,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-09-14,1499025.5584567937,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-09-21,1502466.1722819246,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-09-28,1502962.0719351505,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-10-05,1504673.7425959082,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-10-12,1504200.0101037757,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-10-19,1519868.3488376727,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-10-26,1496320.5576083676,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-11-02,1516276.1101688184,[CMG.TO, CGY.TO, ENGH.TO, SU.TO, FAP.TO, PKI.TO, TWC.TO, L.TO, MKP.TO, SJ.TO, SCL.TO, BR.TO, IGM.TO, AQN.TO, MRD.TO, VNR.TO, CGO.TO, VET.TO, IPL.TO, KEY.TO, HSE.TO, NPI.TO, SXI.TO, CCA.TO, MEQ.TO, CIGI.TO, T.TO, CR, FDS, KYO, PFH, TRI, RYN, CUK, BAP, PGR, PH, SMG, KOF, OXY, APH, VFC, HRL, NS, ABC, AGN, EW, KT, CMS, OMC, PHI, EMR, BLL, RPM, SON, CSL, CNI, CP, FDX, KMB, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.01960180955355309, 0.013144945287878589, 0.04430863068256921, 0.0035257876010627094, 0.017240604012621542, 0.005952449979846948, 0.007064946081978974, 0.056242210874331636, 0.07534256194483853, 0.005291793547370994, 0.005084122497337542, 0.06628874518646481, 0.006307042469441801, 0.00872281202639988, 0.003855768863721367, 0.045741320649503044, 0.005250537946940955, 0.0046326368067265925, 0.007784715739331323, 0.00663718194562521, 0.005013500069157917, 0.013354298867001615, 0.07387934165422486, 0.00751324196797895, 0.0063129505195749095, 0.0074673647275668815, 0.0065705546744095275, 0.0037414099512466377, 0.005628741718738279, 0.004247297331710163, 0.004315923686567055, 0.005796100610064716, 0.005921830079057075, 0.0038918660506404223, 0.005540924636040787, 0.006536113190111655, 0.0037475183809703603, 0.006688007390439672, 0.004362608166401947, 0.0031855001384645796, 0.003755020738292323, 0.007976461924715, 0.042363200042824546, 0.004699383580218138, 0.00740942726610606, 0.005861021635158643, 0.03759519787712064, 0.005496404888980006, 0.004596921854391133, 0.005871863870397786, 0.00720976088993747, 0.00540243289316837, 0.005194262291502773, 0.004156664981058014, 0.004896204668080379, 0.004811355572364456, 0.005962179500117798, 0.0043131789654668054, 0.005553424777041855, 0.03514004918724696, 0.003593188466973425, 0.003890154505259992, 0.18222710520338953, 0.0011349942988090075, 0.004652861679120929, 0.004501560934345248]
2009-11-02,1516276.1101688198,[BOS.TO, MRD.TO, SEC.TO, GCG.TO, CWB.TO, BR.TO, CIGI.TO, KEY.TO, RET.TO, IPL.TO, WJX.TO, PKI.TO, SCL.TO, CMG.TO, BLX.TO, FCR.TO, PEY.TO, FRU.TO, ARX.TO, ENB.TO, NPI.TO, T.TO, OTEX.TO, BCE.TO, AQN.TO, CGY.TO, CCA.TO, HRS, BT, MCK, MTX, NFG, TD, ITW, SCI, CSL, UL, VFC, HRC, NSC, NVS, EEQ, TTC, EE, RY, PHG, WAT, AVY, CL, BPL, AMT, SJM, HSBC, CCZ, BLL, FDS, FDX, KMB, CNI, DOV, LQD, TIP, TLT, XIC.TO, XSB.TO, XBB.TO]
,,[0.030308793853303147, 0.004721288194930523, 0.04930478428052407, 0.01311042791788517, 0.004955212966090934, 0.0655567142476124, 0.007646429208313047, 0.0076992806982988425, 0.007232594713358762, 0.010855577201989073, 0.004630383271173694, 0.007532433961991057, 0.0071422372776268625, 0.02818741026402769, 0.0072917052959821935, 0.0199699229576927, 0.004420170208908007, 0.006831657899016643, 0.004698523759686382, 0.027348488326266227, 0.018699774668616505, 0.010152545329197205, 0.007362858643708909, 0.08974439332972356, 0.008274301697756788, 0.017853650143921904, 0.009099244694969127, 0.0061021157545632695, 0.005249262995270695, 0.007431355702473104, 0.00658074155928733, 0.005807569316555252, 0.005240189622806238, 0.00586596318061756, 0.0064685800665170295, 0.005651438529992292, 0.008055166313306663, 0.008506601348652627, 0.0076528736246120775, 0.005182079270459052, 0.013049615914462269, 0.00519528743647436, 0.006844605950894605, 0.007671098825619208, 0.005100186939597663, 0.005233752634372001, 0.008144141271043888, 0.00488624240200927, 0.011516870650229775, 0.005738529154980775, 0.004932740748286426, 0.08878900934614338, 0.006950207892998817, 0.01644565234639682, 0.007516697238095846, 0.006110259640556575, 0.005844412007662909, 0.012097520297598825, 0.006665736374897665, 0.00684281629544305, 0.005469711699548134, 0.005720255833424708, 0.17580162561273563, 0.001530369529501569, 0.0060979847464216076, 0.005379926912919871]
