2001-08-31,1.538168
2001-09-30,1.56557
2001-10-31,1.570326
2001-11-30,1.593486
2001-12-31,1.577945
2002-01-31,1.59983
2002-02-28,1.595465
2002-03-31,1.58724
2002-04-30,1.582559
2002-05-31,1.550626
2002-06-30,1.5317
2002-07-31,1.54156
2002-08-31,1.56985
2002-09-30,1.5736
2002-10-31,1.579109
2002-11-30,1.572621
2002-12-31,1.560173
2003-01-31,1.542472
2003-02-28,1.513742
2003-03-31,1.47729
2003-04-30,1.457387
2003-05-31,1.387271
2003-06-30,1.351337
2003-07-31,1.37651
2003-08-31,1.397239
2003-09-30,1.366563
2003-10-31,1.323752
2003-11-30,1.312813
2003-12-31,1.316735
2004-01-31,1.296524
2004-02-29,1.329614
2004-03-31,1.329095
2004-04-30,1.333645
2004-05-31,1.376816
2004-06-30,1.359575
2004-07-31,1.322492
2004-08-31,1.314455
2004-09-30,1.285831
2004-10-31,1.249756
2004-11-30,1.197132
2004-12-31,1.214828
2005-01-31,1.212269
2005-02-28,1.240262
2005-03-31,1.217142
2005-04-30,1.233393
2005-05-31,1.256516
2005-06-30,1.241442
2005-07-31,1.223678
2005-08-31,1.206167
2005-09-30,1.179692
2005-10-31,1.176994
2005-11-30,1.182113
2005-12-31,1.161478
2006-01-31,1.158395
2006-02-28,1.149512
2006-03-31,1.155641
2006-04-30,1.145552
2006-05-31,1.110111
2006-06-30,1.115585
2006-07-31,1.126819
2006-08-31,1.120851
2006-09-30,1.115647
2006-10-31,1.127132
2006-11-30,1.13529
2006-12-31,1.15279
2007-01-31,1.174581
2007-02-28,1.171395
2007-03-31,1.16961
2007-04-30,1.137809
2007-05-31,1.097463
2007-06-30,1.065762
2007-07-31,1.050608
2007-08-31,1.059001
2007-09-30,1.029265
2007-10-31,0.977884
2007-11-30,0.963178
2007-12-31,1.002198
2008-01-31,1.01026
2008-02-29,1.002507
2008-03-31,0.999266
2008-04-30,1.014231
2008-05-31,1.00161
2008-06-30,1.015182
2008-07-31,1.012794
2008-08-31,1.050551
2008-09-30,1.0593
2008-10-31,1.169414
2008-11-30,1.219287
2008-12-31,1.232423
2009-01-31,1.226128
2009-02-28,1.24168
2009-03-31,1.263078
2009-04-30,1.22693
2009-05-31,1.15385
2009-06-30,1.122953
2009-07-31,1.127676
2009-08-31,1.0875
2009-09-30,1.082688
2009-10-31,1.054311
2009-11-30,1.062397
2009-12-31,1.05543
2010-01-31,1.044317
2010-02-28,1.056517
2010-03-31,1.024045
2010-04-30,1.005573
2010-05-31,1.040187
2010-06-30,1.038043
2010-07-31,1.045316
2010-08-31,1.039928
2010-09-30,1.034654
2010-10-31,1.018262
2010-11-30,1.012469
2010-12-31,1.008591
2011-01-31,0.994014
2011-02-28,0.988058
2011-03-31,0.976999
2011-04-30,0.958619
2011-05-31,0.967739
2011-06-30,0.978707
2011-07-31,0.955871
2011-08-31,0.982234
2011-09-30,0.999486
2011-10-31,1.023479
2011-11-30,1.02483
2011-12-31,1.023589
2012-01-31,1.016364
2012-02-29,0.997757
2012-03-31,0.993162
2012-04-30,0.994276
2012-05-31,1.009397
2012-06-30,1.027839
2012-07-31,1.014016
2012-08-31,0.99344
2012-09-30,0.979022
2012-10-31,0.986016
2012-11-30,0.997657
2012-12-31,0.990504
2013-01-31,0.992235
2013-02-28,1.008024
2013-03-31,1.0243
2013-04-30,1.018646
2013-05-31,1.019315
2013-06-30,1.031804
2013-07-31,1.041515
2013-08-31,1.039314
2013-09-30,1.036557
2013-10-31,1.035523
2013-11-30,1.048196
2013-12-31,1.063922
2014-01-31,1.090421
2014-02-28,1.105618
2014-03-31,1.110703
2014-04-30,1.099749
2014-05-31,1.089521
2014-06-30,1.082865
2014-07-31,1.07269
2014-08-31,1.092226
2014-09-30,1.099751
2014-10-31,1.122052
2014-11-30,1.131759
2014-12-31,1.154144
2015-01-31,1.2099
2015-02-28,1.251616
2015-03-31,1.261494
2015-04-30,1.23637
2015-05-31,1.217718
2015-06-30,1.235682
2015-07-31,1.282527
2015-08-31,1.314185
2015-09-30,1.326162
2015-10-31,1.307006
2015-11-30,1.328105
2015-12-31,1.370132
2016-01-31,1.417969
2016-02-29,1.380447
2016-03-31,1.32389
2016-04-30,1.283905
2016-05-31,1.293075
2016-06-30,1.290092
2016-07-31,1.30318
2016-08-31,1.29956
2016-09-30,1.310526
2016-10-31,1.324308
2016-11-30,1.345756
2016-12-31,1.334768
2017-01-31,1.321192
2017-02-28,1.309965
2017-03-31,1.338878
2017-04-30,1.344386
2017-05-31,1.359535
2017-06-30,1.331711
2017-07-31,1.269651
2017-08-31,1.260876
2017-09-30,1.228998
2017-10-31,1.260598
2017-11-30,1.275853
2017-12-31,1.275719
2018-01-31,1.243433
2018-02-28,1.257634
2018-03-31,1.292903
2018-04-30,1.274482
2018-05-31,1.287227
2018-06-26,1.31103
