Date,Open,High,Low,Close,Adj Close,Volume
1972-05-29,0.846354,0.861979,0.846354,0.848958,0.000625,3864000
1972-06-05,0.848958,0.869792,0.841146,0.864583,0.000637,8155200
1972-06-12,0.864583,0.882813,0.854167,0.880208,0.000648,10732800
1972-06-19,0.880208,0.901042,0.864583,0.885417,0.000652,9475200
1972-06-26,0.885417,0.895833,0.861979,0.882813,0.000650,8563200
1972-07-03,0.882813,0.932292,0.875000,0.932292,0.000687,9244800
1972-07-10,0.932292,0.945313,0.906250,0.932292,0.000687,10123200
1972-07-17,0.932292,0.937500,0.888021,0.911458,0.000671,6585600
1972-07-24,0.911458,0.914063,0.880208,0.903646,0.000665,15225600
1972-07-31,0.903646,0.929688,0.895833,0.919271,0.000677,9792000
1972-08-07,0.919271,0.953125,0.908854,0.953125,0.000702,10598400
1972-08-14,0.953125,0.958333,0.927083,0.927083,0.000683,11270400
1972-08-21,0.927083,0.937500,0.895833,0.901042,0.000664,8880000
1972-08-28,0.901042,0.908854,0.880208,0.893229,0.000658,12216000
1972-09-04,0.893229,0.895833,0.843750,0.859375,0.000635,7368000
1972-09-11,0.859375,0.861979,0.835938,0.856771,0.000633,9854400
1972-09-18,0.856771,0.880208,0.848958,0.861979,0.000637,5092800
1972-09-25,0.861979,0.895833,0.843750,0.893229,0.000660,17918400
1972-10-02,0.888021,0.888021,0.825521,0.846354,0.000626,15144000
1972-10-09,0.846354,0.859375,0.825521,0.828125,0.000612,10152000
1972-10-16,0.828125,0.851563,0.812500,0.848958,0.000628,10977600
1972-10-23,0.854167,0.872396,0.843750,0.856771,0.000633,8265600
1972-10-30,0.856771,0.937500,0.843750,0.937500,0.000693,13435200
1972-11-06,0.937500,0.937500,0.888021,0.895833,0.000662,11726400
1972-11-13,0.895833,0.911458,0.882813,0.895833,0.000662,14524800
1972-11-20,0.895833,0.906250,0.872396,0.898438,0.000664,7564800
1972-11-27,0.898438,0.924479,0.895833,0.916667,0.000678,7449600
1972-12-04,0.919271,0.937500,0.919271,0.937500,0.000696,9734400
1972-12-11,0.937500,0.945313,0.885417,0.890625,0.000662,16896000
1972-12-18,0.890625,0.914063,0.880208,0.901042,0.000669,6552000
1972-12-25,0.901042,0.908854,0.893229,0.893229,0.000663,3182400
1973-01-01,0.898438,0.934896,0.898438,0.927083,0.000689,7420800
1973-01-08,0.916667,0.932292,0.901042,0.914063,0.000679,10449600
1973-01-15,0.914063,0.927083,0.901042,0.911458,0.000677,8064000
1973-01-22,0.911458,0.919271,0.838542,0.856771,0.000636,9984000
1973-01-29,0.856771,0.885417,0.856771,0.864583,0.000642,9283200
1973-02-05,0.864583,0.872396,0.833333,0.867188,0.000644,9432000
1973-02-12,0.867188,0.916667,0.867188,0.888021,0.000660,13123200
1973-02-19,0.890625,0.911458,0.890625,0.895833,0.000665,6004800
1973-02-26,0.895833,0.903646,0.869792,0.880208,0.000654,11068800
1973-03-05,0.880208,0.914063,0.864583,0.914063,0.000681,17064000
1973-03-12,0.911458,0.911458,0.882813,0.898438,0.000670,9422400
1973-03-19,0.898438,0.901042,0.802083,0.822917,0.000614,14616000
1973-03-26,0.825521,0.893229,0.825521,0.859375,0.000641,9105600
1973-04-02,0.859375,0.867188,0.812500,0.830729,0.000619,8649600
