FIR0063,FSD,ETP CAD,1878963.5
FIR0110,FTB,ETP CAD,2650924.5
FIR0075,FUD,ETP CAD,643312
FIR0109,FSV,Real Estate CAD,443082518.5
FIS0001,FCU,Mining CAD,31146629.5
FLA0004,FFI,Closed-End Funds CAD,8280111.5
FOR0021,FAR,Industrial Products & Services CAD,215387.5
FOR0019,FSY,Mining CAD,815619
FOR0011,FTS,Utilities & Pipelines CAD,4847623990
FOR0020,FGE,Industrial Products & Services CAD,5039234.5
FOR0023,FVI,Mining CAD,259273560
FOR0013,FT,Mining CAD,21949868
FRA0009,FNV,Mining CAD,4495703690
FRA0010,FLCI,ETP CAD,1870161.5
FRA0014,FLBA,ETP CAD,6382.5
FRA0017,FLGA,ETP CAD,1992
FRA0011,FLRM,ETP CAD,4229350
FRA0018,FLSL,ETP CAD,
FRA0019,FLUI,ETP CAD,120140
FRA0015,FLEM,ETP CAD,2073118
FRA0016,FLGD,ETP CAD,10254558
FRA0012,FLDM,ETP CAD,3887926.5
FRA0013,FLUS,ETP CAD,6914548
INT0028,FVL,Mining CAD,415594.5
FRE0001,FRU,Oil & Gas CAD,366740602.5
FRE0006,FRII,Consumer Products & Services CAD,32031951
PAC0027,FEC,Oil & Gas CAD,93610077
GAM0005,GH,Consumer Products & Services CAD,13860289
GAZ0003,GZT,Real Estate CAD,496439
GDI0002,GDI,Industrial Products & Services CAD,11130660
GEA0003,GXE,Oil & Gas CAD,38236415
GEN0027,GEN,Life Sciences CAD,5198123.5
GEN0030,GMO,Mining CAD,50151
GEN0017,GDC,Real Estate CAD,2518596
GEN0031,MIC,Financial Services CAD,859829821
GEO0015,GEO,Industrial Products & Services CAD,8063745.5
WES0031,WN,Consumer Products & Services CAD,1464242846
GIB0002,GEI,Industrial Products & Services CAD,593812892
GIL0001,GIL,Consumer Products & Services CAD,2432424408
SEV0003,GVC,Comm & Media CAD,1389206
GLG0001,GLG,Life Sciences CAD,600090
GLO0046,GAF,Closed-End Funds CAD,2394763
GLO0040,GCS,Closed-End Funds CAD,1420044
GLO0041,GDG,Closed-End Funds CAD,12887192.5
GLO0047,HIG,ETP CAD,4279365
GLO0051,BL,Closed-End Funds CAD,4573146.5
GLO0045,GRL,Closed-End Funds CAD,5392637
GLO0050,HGR,ETP CAD,1231623.5
GLO0049,GRP,Closed-End Funds CAD,1681003
GLO0039,HGI,Closed-End Funds CAD,333896
GWR0001,GWR,Utilities & Pipelines CAD,2883420.5
GLO0044,HTO,Closed-End Funds CAD,1655916.5
GLO0048,GBF,Closed-End Funds CAD,4086163
GLO0015,GMX,Mining CAD,1520917
GLU0001,GS,Financial Services CAD,184627750.5
GMP0001,GMP,Financial Services CAD,55981847
RTO0001,GSY,Financial Services CAD,126497516
GOG0001,GGD,Mining CAD,7764254.5
GOL0069,GSV,Mining CAD,34004359
GOL0013,G,Mining CAD,4276046570
GOL0062,AUMN,Mining CAD,387725
GOL0026,GQM,Mining CAD,4398675
GOL0030,GSC,Mining CAD,23680521
SIE0004,GGA,Mining CAD,616524.5
GOL0068,XAU,Financial Services CAD,48522552.5
GOO0001,GDL,Industrial Products & Services CAD,1972227.5
GOO0003,FOOD,Consumer Products & Services CAD,10856790.5
GRA0022,GCM,Mining CAD,41813630
GRA0020,GTE,Oil & Gas CAD,300312829.5
GRA0021,GTX,Oil & Gas CAD,878103.5
DEE0005,GXO,Oil & Gas CAD,34685453.5
MID0009,GRT,Real Estate CAD,421615819.5
GRE0033,GC,Consumer Products & Services CAD,652168121
GRE0038,GPR,Mining CAD,11329322.5
GRE0007,GWO,Financial Services CAD,1988243650
GUA0004,GCG,Financial Services CAD,25785001.5
GUY0003,GUY,Mining CAD,258678695
GVI0002,GCT,Comm & Media CAD,48971
HNR0001,HR,Real Estate CAD,1134708996
HAM0007,HBG,ETP CAD,15835743.5
HAM0008,HFY,ETP CAD,15618901.5
HAM0009,HFMU,ETP CAD,11333875.5
HAM0003,HMM,Industrial Products & Services CAD,923186.5
HAM0006,HPS,Industrial Products & Services CAD,3103879.5
HAN0003,HE,Industrial Products & Services CAD,211580
HAR0020,HDI,Industrial Products & Services CAD,55528774
HAR0026,HRT,Mining CAD,15672176
HAR0029,HCBB,ETP CAD,93616
HAR0030,HEUR,ETP CAD,1053948
HAR0027,HRES,ETP CAD,10976668
HAR0028,HUBL,ETP CAD,3512527.5
HEA0011,HHL,ETP CAD,53790360.5
HEA0012,MDS,Closed-End Funds CAD,7324746
HEL0007,HSM,Life Sciences CAD,20811826.5
HEL0002,HBP,Life Sciences CAD,315740
HER0005,HRX,Industrial Products & Services CAD,20615195
HIG0021,HWO,Industrial Products & Services CAD,26639377
HIG0012,HLF,Consumer Products & Services CAD,89269273.5
HOL0007,HLC,Real Estate CAD,9967768.5
HOM0001,HCG,Financial Services CAD,468974477.5
HOR0007,HNL,Industrial Products & Services CAD,84049652
HOR0124,HARC,ETP CAD,3993284.5
HOR0128,MIND,ETP CAD,8174098
HOR0097,HAD,ETP CAD,858319
HOR0049,HAL,ETP CAD,3397083.5
HOR0112,HMP,ETP CAD,4731652.5
HOR0061,HAB,ETP CAD,24196547
HOR0098,HAJ,ETP CAD,2972155
HOR0068,HFR,ETP CAD,47399271.5
HOR0103,HFP,ETP CAD,10446890.5
HOR0108,HSL,ETP CAD,2887718
HOR0062,HAZ,ETP CAD,35426657
HOR0046,HAF,ETP CAD,3366426
HOR0087,HYI,ETP CAD,9777023
HOR0127,HADM,ETP CAD,93042
HOR0065,HPR,ETP CAD,69675430
HOR0110,HAU,ETP CAD,1200633.5
HOR0088,HUF,ETP CAD,7539089
HOR0118,CAN,ETP CAD,6245130.5
HOR0107,HOG,ETP CAD,3753629
HOR0116,HXH,ETP CAD,9092808
HOR0109,HII,ETP CAD,3226392
HOR0106,HBB,ETP CAD,34932101.5
HOR0115,HCN,ETP CAD,4529646
HOR0044,HUC,ETP CAD,7344280
HOR0074,HEE,ETP CAD,5809183.5
HOR0073,HEX,ETP CAD,4779942
HOR0077,HEF,ETP CAD,2057901.5
HOR0075,HEP,ETP CAD,12606004
HOR0085,HEJ,ETP CAD,6853809.5
HOR0086,HEA,ETP CAD,2311700
HOR0123,HXX,ETP CAD,13734409
HOR0119,HGC,ETP CAD,1318599
HOR0120,HRA,ETP CAD,2986255
HOR0040,HUG,ETP CAD,2139951.5
HOR0069,HGY,ETP CAD,2786322.5
HOR0129,INOC,ETP CAD,6146440.5
HOR0126,HXDM,ETP CAD,19619789.5
HOR0113,HGM,ETP CAD,905954
HOR0125,HMMJ,ETP CAD,1810821284
HOR0093,HHF,ETP CAD,6096948
HOR0117,HXQ,ETP CAD,15446996.5
HOR0045,HUN,ETP CAD,2973800
HOR0090,HNY,ETP CAD,2247224
HOR0130,ROBO,ETP CAD,43783025.5
HOR0121,HSH,ETP CAD,20319219.5
HOR0070,HXS,ETP CAD,130286650
HOR0063,HEW,ETP CAD,945464.5
HOR0064,HXT,ETP CAD,1232043324
HOR0101,HXE,ETP CAD,4262319
HOR0102,HXF,ETP CAD,2191920.5
HOR0047,HAC,ETP CAD,17238810.5
HOR0043,HUZ,ETP CAD,3784847.5
HOR0122,HTH,ETP CAD,1126128
HOR0111,HTB,ETP CAD,16205466
HOR0076,DLR,ETP CAD,295357789.5
HOR0079,HZM,Mining CAD,524982.5
HUD0003,HBM,Mining CAD,1895421445
HUD0001,HBC,Consumer Products & Services CAD,288439820
HUS0003,HSE,Oil & Gas CAD,2371887612
HYD0008,H,Utilities & Pipelines CAD,1598155452
HYD0006,HYG,Clean Technology CAD,4249744.5
HYD0007,HYD,Industrial Products & Services CAD,880581
IAM0001,IMG,Mining CAD,950170064
IBI0001,IBG,Industrial Products & Services CAD,37740131
IFA0001,IFA,Consumer Products & Services CAD,2691959.5
INV0005,IGM,Financial Services CAD,1136759008
IMP0004,III,Mining CAD,16776992
IMP0005,IMO,Oil & Gas CAD,4012868240
IMM0002,IMV,Life Sciences CAD,28454020
INC0005,INC,Closed-End Funds CAD,10699935
CHA0009,IDG,Consumer Products & Services CAD,18190764
IND0003,IAG,Financial Services CAD,1300608568
INF0009,ISV,Technology CAD,12585512.5
INM0003,IN,Life Sciences CAD,27493338
INN0010,INE,Clean Technology CAD,335348622
INO0001,INO,Real Estate CAD,34084231
INP0001,IPO,Oil & Gas CAD,14412973
OFF0001,INQ,Industrial Products & Services CAD,764912.5
ING0001,IFC,Financial Services CAD,2300867203
INT0121,IAM,Financial Services CAD,857499.5
VAS0001,IPCI,Life Sciences CAD,2263120
KOC0001,IPL,Utilities & Pipelines CAD,2421928430
INT0027,IFP,Industrial Products & Services CAD,755768863
INT0017,IMP,Technology CAD,955168
INT0125,IPCO,Oil & Gas CAD,1237446.5
INT0123,ITH,Mining CAD,2269529
INT0120,IIP,Real Estate CAD,223887017.5
INT0052,ITP,Industrial Products & Services CAD,342950864.5
INT0089,ITC,Technology CAD,3219345.5
INT0117,INV,Mining CAD,911631
INV0010,EQL,ETP CAD,10075
MAI0003,IVQ,Real Estate CAD,24134556
INV0008,IFB,Closed-End Funds CAD,1878228
ORL0002,IBR,Oil & Gas CAD,17659166.5
CLA0047,CBH,ETP CAD,19002432
CLA0048,CLG,ETP CAD,19860025
CLA0035,CBO,ETP CAD,82251544.5
CLA0030,CLF,ETP CAD,41842327
CLA0024,CBN,ETP CAD,4228904
CLA0025,CBD,ETP CAD,5531495
ISH0005,XCB,ETP CAD,104649198
CAN0137,FIE,ETP CAD,112090847.5
ISH0004,XGB,ETP CAD,32878476
ISH0007,XCG,ETP CAD,6907008
ISH0023,XHB,ETP CAD,36306826
IUN0016,XRB,ETP CAD,29523701.5
IUN0013,XDV,ETP CAD,143816159
ISH0006,XCV,ETP CAD,8906099
ISH0017,XCH,ETP CAD,20120738.5
ISH0058,XSC,ETP CAD,32017616
ISH0057,XSE,ETP CAD,21027353
CLA0045,CVD,ETP CAD,11566485
ISH0003,XLB,ETP CAD,50194310.5
IUN0002,XSB,ETP CAD,127602912.5
ISH0032,XSH,ETP CAD,69099329.5
IUN0003,XBB,ETP CAD,229937240.5
ISH0050,XAW,ETP CAD,217896756
ISH0067,XDIV,ETP CAD,24078470
ISH0041,XEF,ETP CAD,322542112.5
ISH0051,XFH,ETP CAD,41265855.5
ISH0042,XEC,ETP CAD,121372414
ISH0069,XDG,ETP CAD,18590647
ISH0068,XDGH,ETP CAD,5578181.5
ISH0071,XDU,ETP CAD,7643297
ISH0070,XDUH,ETP CAD,4006463
ISH0043,XUS,ETP CAD,424072251
IUN0010,XSP,ETP CAD,1877273541
ISH0053,XUU,ETP CAD,81024104
ISH0052,XUH,ETP CAD,11956454.5
IUN0004,XIC,ETP CAD,708576692
IUN0014,XTR,ETP CAD,51271607.5
ISH0036,XMV,ETP CAD,7728821
ISH0037,XMI,ETP CAD,34269484
ISH0064,XML,ETP CAD,8477940.5
ISH0038,XMM,ETP CAD,7321388.5
ISH0035,XMW,ETP CAD,11914695
ISH0065,XMY,ETP CAD,726633.5
ISH0039,XMU,ETP CAD,29734896.5
ISH0066,XMS,ETP CAD,4348156
ISH0059,XFC,ETP CAD,8632367.5
ISH0060,XFI,ETP CAD,9850556
ISH0062,XFF,ETP CAD,14558275.5
ISH0061,XFS,ETP CAD,8287718
ISH0063,XFA,ETP CAD,8824738
CLA0023,CEW,ETP CAD,22346904.5
ISH0034,XFR,ETP CAD,83638453.5
CLA0028,COW,ETP CAD,12866858.5
ISH0026,XHC,ETP CAD,18547699
CLA0033,CIF,ETP CAD,11401062.5
CLA0029,CYH,ETP CAD,11921386
CLA0034,CGR,ETP CAD,11530893
CLA0027,CWW,ETP CAD,20209439.5
CLA0037,CGL,ETP CAD,52039154.5
CLA0039,XQB,ETP CAD,49520881
ISH0019,XID,ETP CAD,9900410
ISH0025,XEB,ETP CAD,7648100
ISH0009,XEN,ETP CAD,16097933.5
IUN0011,XIN,ETP CAD,119271087.5
ISH0015,XEM,ETP CAD,39450525.5
ISH0047,XEU,ETP CAD,53427204.5
ISH0046,XEH,ETP CAD,39481148.5
ISH0016,XWD,ETP CAD,254891422
ISH0031,XQQ,ETP CAD,177273580.5
CLA0032,CMR,ETP CAD,58336135.5
ISH0044,XCD,ETP CAD,7045265.5
ISH0045,XGI,ETP CAD,8104538
ISH0055,XMC,ETP CAD,13032149
ISH0056,XMH,ETP CAD,12092780.5
IUN0001,XIU,ETP CAD,8542698357
CLA0018,CDZ,ETP CAD,95969768.5
CLA0022,CPD,ETP CAD,107088861.5
ISH0027,XST,ETP CAD,47310381.5
IUN0005,XEG,ETP CAD,1755080559
IUN0006,XFN,ETP CAD,1660133778
IUN0008,XIT,ETP CAD,23490890.5
IUN0015,XMA,ETP CAD,30798258.5
IUN0012,XRE,ETP CAD,305594267.5
ISH0028,XUT,ETP CAD,27452241
IUN0009,XMD,ETP CAD,12322310.5
ISH0029,XEI,ETP CAD,71356407
ISH0030,XBM,ETP CAD,32237170.5
IUN0007,XGD,ETP CAD,461156875
ISH0024,XPF,ETP CAD,13519268.5
ISH0008,XCS,ETP CAD,12495107.5
CLA0044,CSD,ETP CAD,14676107.5
ISH0048,XSQ,ETP CAD,9995162
ISH0049,XSI,ETP CAD,13890932.5
CLA0038,SVR,ETP CAD,9512968
ISH0054,XHU,ETP CAD,6817460
ISH0040,XHD,ETP CAD,22734911
ISH0021,XHY,ETP CAD,57969118
CLA0040,CHB,ETP CAD,14871924
ISH0022,XIG,ETP CAD,26548069
ISH0010,XSU,ETP CAD,169891126
CLA0046,CUD,ETP CAD,54448212.5
IVA0003,IVN,Mining CAD,531021878.5
JAG0003,JAG,Mining CAD,4937274.5
JAM0001,JWEL,Consumer Products & Services CAD,84650920
JFT0001,JFS,Closed-End Funds CAD,14317537.5
JOU0004,JOY,Oil & Gas CAD,2148957.5
JUN0002,CBT,Closed-End Funds CAD,2834470.5
ENE0010,JE,Utilities & Pipelines CAD,307605797
KAR0003,KRN,Mining CAD,497412.5
KAT0001,KAT,Mining CAD,217488270.5
KBR0001,KBL,Industrial Products & Services CAD,76921269
KEG0001,KEG,Consumer Products & Services CAD,25548088
KEL0008,KLS,Industrial Products & Services CAD,1657266
KEL0007,KEL,Oil & Gas CAD,642522768.5
ARM0008,KER,Mining CAD,5971107.5
KEW0001,KEW,Comm & Media CAD,11889801
KEY0004,KEY,Utilities & Pipelines CAD,1841516720
KIL0001,KMP,Real Estate CAD,262791473
KIN0019,KXS,Technology CAD,471016076
KIN0020,KML,Utilities & Pipelines CAD,795300971.5
KIN0006,KFS,Financial Services CAD,252223.5
KIN0008,K,Mining CAD,1572517077
FRA0001,KL,Mining CAD,1618585992
KLO0001,KDX,Mining CAD,214694587
KNI0002,GUD,Life Sciences CAD,137987468.5
KPT0001,KPT,Clean Technology CAD,16399328.5
LAB0003,LIF,Financial Services CAD,585850797.5
LAR0004,LAM,Mining CAD,5245675
LAR0005,LGO,Mining CAD,61812672.5
LAS0006,LAS,Consumer Products & Services CAD,57616588
LAU0002,LB,Financial Services CAD,1509083653
IVE0001,LFX,Mining CAD,1398814.5
LEA0006,LMC,Mining CAD,49280588
LEO0001,LNF,Consumer Products & Services CAD,14533888.5
LEV0001,LVN,Mining CAD,2217533
PIL0001,LGD,Mining CAD,5881700
LIF0006,LBS,Closed-End Funds CAD,46855909
LIN0001,LNR,Industrial Products & Services CAD,1267553642
WES0066,LAC,Mining CAD,356621497.5
LOB0001,L,Consumer Products & Services CAD,3723232273
AST0007,LGQ,Financial Services CAD,5265353
LOG0002,LGT,Industrial Products & Services CAD,5738686.5
LON0010,LN,Mining CAD,110542
LOW0003,LVU,Closed-End Funds CAD,576309
LUC0004,LUC,Mining CAD,116571859.5
LUN0005,LUG,Mining CAD,38376544
LUN0002,LUN,Mining CAD,2208358187
GIB0003,LXR,Consumer Products & Services CAD,6280069
LYD0001,LYD,Mining CAD,16033151.5
LYS0002,PR,ETP CAD,11807354
MSP0002,XMF,Closed-End Funds CAD,1128881
MAC0028,QBB,ETP CAD,1813300
MAC0029,QCN,ETP CAD,8384150
MAC0030,QCE,ETP CAD,11204574
MAC0025,MCSB,ETP CAD,428720
MAC0031,QSB,ETP CAD,752056
MAC0015,MKB,ETP CAD,5233626
MAC0016,MGB,ETP CAD,31376471.5
MAC0017,MFT,ETP CAD,58647004.5
MAC0033,QDX,ETP CAD,202671
MAC0032,QDXH,ETP CAD,58152
MAC0026,MIVG,ETP CAD,1295415
MAC0008,MKZ,Closed-End Funds CAD,685591
MAC0023,MXU,ETP CAD,24662919
MAC0022,MWD,ETP CAD,7662277
MAC0019,MKC,ETP CAD,10186338.5
MAC0021,MEU,ETP CAD,25509298
MAC0024,MEE,ETP CAD,15775534
MAC0020,MUS,ETP CAD,15715566
MAC0027,MPCF,ETP CAD,2880424.5
MAC0018,MUB,ETP CAD,30733447.5
MAC0034,QHY,ETP CAD,3132307
MAC0035,QUIG,ETP CAD,3639098.5
MAC0037,QUU,ETP CAD,19144966
MAC0036,QAH,ETP CAD,10682012
MAD0006,MPC,Real Estate CAD,1726682.5
MAG0012,MAG,Mining CAD,299991566
MAG0001,MAL,Industrial Products & Services CAD,23909290
MAG0003,MG,Industrial Products & Services CAD,7739651446
MAI0002,MEQ,Real Estate CAD,7830921
MAJ0001,MDI,Industrial Products & Services CAD,51106081.5
MAN0019,MND,Mining CAD,6549079.5
MAN0013,MFC,Financial Services CAD,10124439545
MAN0022,MFR,Closed-End Funds CAD,7606504.5
MAN0026,MCLC,ETP CAD,1493002
MAN0029,MCSM,ETP CAD,159796
MAN0028,MINT,ETP CAD,11624521.5
MAN0025,MULC,ETP CAD,2244060.5
MAN0027,MUMC,ETP CAD,1880349
MAN0030,MUSC,ETP CAD,196801.5
MAN0024,MBK,Closed-End Funds CAD,3778089
MAP0001,MFI,Consumer Products & Services CAD,808831273.5
MAR0033,MOZ,Mining CAD,23983359
PRI0029,MAR,Financial Services CAD,1427600.5
ROY0006,MRE,Industrial Products & Services CAD,318369251
MAS0002,MNR,Mining CAD,1114192.5
MAW0001,MAW,Mining CAD,2942209.5
MAC0005,MAXR,Technology CAD,1739431897
MAX0010,MXG,Utilities & Pipelines CAD,15497241.5
OIL0007,MBN,Closed-End Funds CAD,919907.5
MTC0001,MKP,Financial Services CAD,25963719.5
MCC0003,MCB,Industrial Products & Services CAD,1334780.5
USG0001,MUX,Mining CAD,79547720
MED0017,MDF,Technology CAD,10759357.5
MED0021,DR,Real Estate CAD,252799069.5
MED0027,MDNA,Life Sciences CAD,1280688.5
MED0026,LEAF,Life Sciences CAD,1652385612
MEG0006,MEG,Oil & Gas CAD,1336936241
MEG0005,MGA,Mining CAD,5662041.5
MEL0002,MRD,Real Estate CAD,9199779
MEL0004,MR,Real Estate CAD,16503413.5
MER0017,MERC,Industrial Products & Services CAD,1152608
MET0004,MX,Industrial Products & Services CAD,2665499754
MET0007,MRU,Consumer Products & Services CAD,2321054873
MIC0003,MBX,Life Sciences CAD,1404758.5
MID0012,MAX,Mining CAD,33942619.5
MID0014,RCO,Closed-End Funds CAD,8230907
MID0017,LS,Closed-End Funds CAD,18062477
MID0016,HWF,Closed-End Funds CAD,18958337
MIN0027,MSV,Mining CAD,1568137.5
MID0007,MID,Closed-End Funds CAD,23296168.5
MIT0003,MNW,Technology CAD,284722570
MOG0001,MOGO,Technology CAD,55434262
MOL0002,TPX,Consumer Products & Services CAD,78165649
MON0017,MLD,Closed-End Funds CAD,903858.5
MON0004,ME,Mining CAD,2702800
ACK0001,MRC,Real Estate CAD,97492828
MOR0014,MRG,Real Estate CAD,61097055.5
MOR0003,MRT,Real Estate CAD,40871843
MOR0012,MSI,Industrial Products & Services CAD,258124571
MOU0003,MPVD,Mining CAD,84912519.5
MTY0001,MTY,Consumer Products & Services CAD,250876013.5
MUL0001,MTL,Industrial Products & Services CAD,182594747.5
NAT0002,NA,Financial Services CAD,7056271326
NAU0001,NUS,Mining CAD,6484118.5
NDX0001,NGI,Closed-End Funds CAD,5659663
NEM0002,NMX,Mining CAD,332641648.5
NEO0002,NEO,Industrial Products & Services CAD,40632713
NEO0001,NVCN,Life Sciences CAD,41507187
NEP0002,NEPT,Life Sciences CAD,68584552
NEV0006,NCU,Mining CAD,4991358.5
NEV0005,NSU,Mining CAD,319300342.5
DRC0001,NGD,Mining CAD,405317643.5
BEN0004,BCI,Consumer Products & Services CAD,12597068
NEW0055,NML,Mining CAD,983415.5
NEW0017,NAL,Clean Technology CAD,25623865
NEW0024,NCC,Comm & Media CAD,5555419
NEW0028,NEW,Closed-End Funds CAD,3528349
NEX0010,NEXA,Mining CAD,1895715
NEX0009,NXE,Mining CAD,206520231
NEX0007,NXJ,Technology CAD,1321269.5
ENE0022,NEXT,Mining CAD,14757388.5
NEW0051,NFI,Clean Technology CAD,923743843
INT0024,NGQ,Mining CAD,23476444.5
WEL0006,NCP,Mining CAD,2235532.5
NIG0001,NHK,Mining CAD,10452051
NIK0001,NKO,Oil & Gas CAD,3199099.5
SPR0008,NRGY,Closed-End Funds CAD,3190725
NIO0002,NB,Mining CAD,5658714.5
NOR0063,NIF,Mining CAD,7918706
NEX0004,OSB,Industrial Products & Services CAD,1663553389
NOR0071,NOA,Industrial Products & Services CAD,24731002.5
FIN0011,FFN,Closed-End Funds CAD,50752816
NOR0001,PDL,Mining CAD,15017476.5
NOR0084,NPF,Closed-End Funds CAD,1736401.5
NOR0021,NWC,Consumer Products & Services CAD,296455558.5
NOR0082,NCF,Mining CAD,684319.5
NOR0075,NDM,Mining CAD,61458774
NOR0085,NPS,Clean Technology CAD,36612
NOR0033,NPI,Clean Technology CAD,776314925.5
TRU0006,NVU,Real Estate CAD,349053604
NOR0079,NWH,Real Estate CAD,263160356.5
NOV0006,NG,Mining CAD,93012594.5
NUT0003,NTR,Mining CAD,6665430189
NUV0002,NVA,Oil & Gas CAD,457646195
DIM0001,NRI,Life Sciences CAD,3546326.5
NXT0001,SFD,Technology CAD,1778486.5
PEN0005,OBE,Oil & Gas CAD,85005764.5
OCE0003,OGC,Mining CAD,553428209.5
OCP0001,OCS,Closed-End Funds CAD,9737638.5
OCP0002,OSL,Closed-End Funds CAD,9572625.5
OIL0005,OSF,Closed-End Funds CAD,1231517.5
OLY0007,OLY,Financial Services CAD,2731030
ONC0001,ONC,Life Sciences CAD,28812709
QUE0025,ONEQ,ETP CAD,5792362
ONE0001,ONEX,Financial Services CAD,1194880871
OPE0001,OTEX,Technology CAD,2639035273
OPS0001,OPS,Technology CAD,5535635.5
RED0020,OPT,Technology CAD,14677790
ORB0003,OGD,Industrial Products & Services CAD,1686539.5
ORO0007,ORL,Mining CAD,67932375.5
ORO0008,OMI,Mining CAD,1138500
ORV0001,ORV,Mining CAD,1422230.5
ORY0001,OXC,Oil & Gas CAD,355253.5
OSI0003,OR,Mining CAD,623603903
BRA0022,OSK,Mining CAD,183093711
PAI0002,PONY,Oil & Gas CAD,225716648.5
PAN0002,PAAS,Mining CAD,518590176.5
PAR0018,POU,Oil & Gas CAD,764550382.5
PAR0021,PXT,Oil & Gas CAD,1152314898
PAR0023,PLC,Consumer Products & Services CAD,104542917
PAR0010,PKI,Industrial Products & Services CAD,1075747848
PAR0022,PAR,Real Estate CAD,6102828
BNN0001,PVS,Closed-End Funds CAD,25833494
PAS0001,PSI,Industrial Products & Services CAD,239982985.5
PAT0016,PCD,Closed-End Funds CAD,7583597.5
PAT0018,PEGI,Clean Technology CAD,38388118
PEM0001,PPL,Utilities & Pipelines CAD,5606802760
PEN0003,PGF,Oil & Gas CAD,52874646
PER0012,PGD,Mining CAD,2919474.5
PAR0015,PMT,Oil & Gas CAD,3011558.5
PER0013,PRU,Mining CAD,5371899
PER0016,PGLC,Mining CAD,265611
PET0026,PRQ,Oil & Gas CAD,5416153.5
PEY0001,PEY,Oil & Gas CAD,1274297211
PFB0001,PFB,Clean Technology CAD,1057089
PHO0011,PHO,Technology CAD,2172383.5
PHO0007,PHX,Industrial Products & Services CAD,13892660
PIC0003,PMB,Closed-End Funds CAD,4985005
PIM0001,PGI,Closed-End Funds CAD,34228945.5
PIM0002,IGCF,ETP CAD,18078394.5
PIM0003,PMIF,ETP CAD,83760297.5
PIN0007,PNE,Oil & Gas CAD,22978121.5
PIN0006,PRF,Closed-End Funds CAD,2972531
PIN0004,PNP,Financial Services CAD,1141322.5
PIN0008,PL,Clean Technology CAD,46927131
PIV0002,PTG,Technology CAD,17027029.5
PIZ0001,PZA,Consumer Products & Services CAD,50488978.5
PLA0024,PTM,Mining CAD,5483104
PLA0026,PLZ,Real Estate CAD,41112747.5
POI0003,PTS,Technology CAD,5157760.5
POL0011,PIF,Clean Technology CAD,66970648.5
POL0009,PBL,Consumer Products & Services CAD,33251098
POL0012,POM,Mining CAD,6821745.5
DEX0003,PAY,Technology CAD,4678657.5
POS0004,PNC,Comm & Media CAD,80566
POT0004,PRK,Mining CAD,7102012
POW0002,POW,Financial Services CAD,2536938821
POW0007,PWF,Financial Services CAD,1873020148
POW0030,PFL,ETP CAD,22096943
POW0016,PSB,ETP CAD,34155197.5
POW0017,PDC,ETP CAD,64609186
POW0018,PPS,ETP CAD,10429379.5
POW0023,PXC,ETP CAD,10897140
POW0035,PZC,ETP CAD,297327
POW0037,PZW,ETP CAD,6702278.5
POW0034,PXG,ETP CAD,2351989
POW0022,PXU,ETP CAD,4904386.5
POW0036,PXS,ETP CAD,4416141
POW0019,PFH,ETP CAD,12195470.5
POW0038,PSY,ETP CAD,1732783.5
POW0031,USB,ETP CAD,4181166.5
POW0039,PLV,ETP CAD,5074603
POW0020,QQC,ETP CAD,175233391
POW0024,ULV,ETP CAD,15352244
POW0032,ELV,ETP CAD,2229520
POW0033,ILV,ETP CAD,5289382
POW0026,TLV,ETP CAD,23155271
POW0040,REIT,ETP CAD,1327495
POW0025,BKL,ETP CAD,7233869
POW0029,PTB,ETP CAD,12640696
PRA0006,PPR,Oil & Gas CAD,4084523
PRA0005,PSK,Oil & Gas CAD,1521739114
PRE0012,MMP,Closed-End Funds CAD,3734837
PRE0001,PD,Industrial Products & Services CAD,1218150108
PRE0013,PG,Mining CAD,110670045.5
FLE0003,PBH,Consumer Products & Services CAD,1033082501
PRE0005,PIC,Closed-End Funds CAD,23150970.5
PRE0016,PVG,Mining CAD,603441540
PRI0026,PDV,Closed-End Funds CAD,1654468
PRO0014,PLI,Life Sciences CAD,136729316.5
AMO0002,PMN,Life Sciences CAD,41890738
PRO0047,PCY,Mining CAD,3798935
PUL0001,PSD,Industrial Products & Services CAD,5042668.5
PUR0017,PBI,ETP CAD,1307349.5
PUR0028,BNC,ETP CAD,185605.5
PUR0027,PRP,ETP CAD,85070
PUR0011,PDF,ETP CAD,29709118.5
PUR0012,PRA,ETP CAD,207801
PUR0018,PHR,ETP CAD,10903526
NEX0008,PDIV,ETP CAD,1820383
PUR0019,PEU,ETP CAD,832887
PUR0030,PINV,ETP CAD,130250
PUR0016,PSA,ETP CAD,40767799.5
PUR0022,PID,ETP CAD,7096872
PUR0023,PHW,ETP CAD,2160651.5
PUR0013,PIN,ETP CAD,732356.5
PUR0031,PINC,ETP CAD,3235435.5
PUR0020,PMM,ETP CAD,2804435
PUR0025,PYF,ETP CAD,28373935
PUR0029,SBND,ETP CAD,332922
PUR0032,SYLD,ETP CAD,226110
PUR0014,PHE,ETP CAD,2825517
PUR0024,BND,ETP CAD,6238121.5
PUR0015,PBD,ETP CAD,8426672
PUR0026,PSU,ETP CAD,8212708.5
PUR0021,PUD,ETP CAD,5067712
WIL0001,QTRH,Technology CAD,53214234.5
QUE0013,QBR,Comm & Media CAD,1096305013
QUE0015,QEC,Oil & Gas CAD,3430314
RAG0001,RRX,Oil & Gas CAD,948183687.5
FIR0004,RAV,Closed-End Funds CAD,99672
RBC0025,RLB,ETP CAD,15088297.5
