APH0001,APH,Life Sciences CAD,7239063259
LOR0001,APS,Life Sciences CAD,19900458.5
AQU0010,AQA,Mining CAD,1932342.5
ARA0006,ARZ,Life Sciences CAD,7747490
ARC0002,ARX,Oil & Gas CAD,1907893470
ARG0011,RGX,Mining CAD,3758287
ARG0009,AR,Mining CAD,104889936.5
ARI0010,ATZ,Consumer Products & Services CAD,186046259
WIL0011,AZ,Mining CAD,154652768
WES0061,AX,Real Estate CAD,411192298.5
KEE0001,AKG,Mining CAD,71782687
ASC0006,ASND,Mining CAD,16225231
EME0008,AYM,Mining CAD,743311.5
ATC0001,ACO,Utilities & Pipelines CAD,548932462.5
ATH0005,ATH,Oil & Gas CAD,324775989
ATL0008,ATP,Clean Technology CAD,67373400
EPC0003,AZP,Clean Technology CAD,14219775
ATL0009,ATL,Mining CAD,240430.5
ATR0002,AI,Financial Services CAD,63990983.5
ATS0001,ATA,Industrial Products & Services CAD,358154163.5
AUR0011,ORA,Mining CAD,2177853
AUR0016,AUP,Life Sciences CAD,33052653
AUR0019,ACB,Life Sciences CAD,17103483880
AUR0018,AUG,Mining CAD,17343582
AUS0005,AUI,Closed-End Funds CAD,2255683
AUS0006,HRR,Closed-End Funds CAD,1245187
AUT0005,ACQ,Consumer Products & Services CAD,277773231
AUT0006,APR,Real Estate CAD,23687703
AVA0002,AVL,Mining CAD,2851054
AVC0002,AVP,Industrial Products & Services CAD,85453
AUR0015,ASO,Mining CAD,2528883.5
AVI0002,ASM,Mining CAD,3477817.5
POW0009,AZZ,Mining CAD,1005577.5
BTW0001,BTO,Mining CAD,1054242936
BAD0001,BAD,Industrial Products & Services CAD,397948711.5
BAL0003,BLDP,Clean Technology CAD,145943786.5
BAL0008,BAR,Mining CAD,10965305.5
BAN0005,BMO,Financial Services CAD,15186657472
BAN0006,BNS,Financial Services CAD,17013022738
BAR0017,BXS,Closed-End Funds CAD,25300
BAR0007,ABX,Mining CAD,4663258674
BAY0005,BYL,Technology CAD,13019126
BAY0002,BTE,Oil & Gas CAD,1969158941
BCE0001,BCE,Comm & Media CAD,9967822889
BEC0001,BEK,Real Estate CAD,765386
TUS0002,BXE,Oil & Gas CAD,73746685
NEU0002,BLU,Life Sciences CAD,8844452.5
BEL0018,BSX,Mining CAD,11542826.5
AVE0005,BNG,Oil & Gas CAD,592505
HOR0012,HGD,ETP CAD,255892688
HOR0013,HGU,ETP CAD,664702685.5
HOR0014,HOD,ETP CAD,1143786524
HOR0015,HOU,ETP CAD,1691741384
HOR0021,HBD,ETP CAD,2322684.5
HOR0020,HBU,ETP CAD,9912403
HOR0024,HQD,ETP CAD,71465834.5
HOR0025,HQU,ETP CAD,516053662
HOR0016,HND,ETP CAD,997615428
HOR0017,HNU,ETP CAD,952400321.5
HOR0026,HSD,ETP CAD,275907580.5
HOR0027,HSU,ETP CAD,637625114.5
HOR0055,HIU,ETP CAD,15567905.5
HOR0067,HVU,ETP CAD,2030473856
HOR0092,HVI,ETP CAD,259714800
HOR0066,HUV,ETP CAD,18535375.5
HOR0005,HXD,ETP CAD,175740661.5
HOR0006,HXU,ETP CAD,717266521.5
HOR0036,HIX,ETP CAD,38584465
HOR0008,HED,ETP CAD,19511101
HOR0009,HEU,ETP CAD,35555356.5
HOR0011,HFD,ETP CAD,4264931.5
HOR0010,HFU,ETP CAD,20340355
HOR0041,HZD,ETP CAD,16356197
HOR0042,HZU,ETP CAD,76338959
BIG0009,BIG,Closed-End Funds CAD,639299
BIG0011,PRM,Closed-End Funds CAD,5894771
BIG0006,BR,Consumer Products & Services CAD,3226725.5
BIR0005,BIR,Oil & Gas CAD,954606997.5
BIR0007,BDT,Industrial Products & Services CAD,79758831
BLA0017,BDI,Industrial Products & Services CAD,32366126.5
BLA0018,BKI,Mining CAD,1382899
RES0002,BB,Technology CAD,3692276172
PEA0007,PXX,Oil & Gas CAD,40935125
BLO0005,HBLK,ETP CAD,18371071
BLO0003,BLB,Closed-End Funds CAD,1708826
BLO0004,BUA,Closed-End Funds CAD,792323.5
CIT0001,RBN,Closed-End Funds CAD,14667607.5
BMO0016,ZAG,ETP CAD,163556315.5
BMO0043,ZDV,ETP CAD,67546985.5
BMO0079,ZWC,ETP CAD,69591791
BMO0017,ZCH,ETP CAD,43699993.5
BMO0094,ZCPB,ETP CAD,9105
BMO0089,ZCB,ETP CAD,5761938.5
BMO0039,ZWB,ETP CAD,177761718.5
BMO0045,ZWA,ETP CAD,46229611
BMO0044,ZWU,ETP CAD,129163345.5
BMO0059,ZDB,ETP CAD,38079711
BMO0005,ZDJ,ETP CAD,306833115.5
BMO0025,ZEF,ETP CAD,18689014.5
BMO0013,ZEB,ETP CAD,1870421169
BMO0014,ZMT,ETP CAD,18727728
BMO0048,ZGD,ETP CAD,5574494.5
BMO0049,ZIN,ETP CAD,18103029.5
BMO0015,ZEO,ETP CAD,173324640
BMO0026,ZRE,ETP CAD,69332486.5
BMO0027,ZUB,ETP CAD,423957727
BMO0058,ZBK,ETP CAD,301061205
BMO0028,ZUH,ETP CAD,140531547
BMO0018,ZUT,ETP CAD,28564200.5
BMO0090,ZWP,ETP CAD,5290305.5
BMO0069,ZWE,ETP CAD,143163458.5
BMO0064,ZFH,ETP CAD,23021019
BMO0082,BANK,ETP CAD,5230519.5
BMO0095,COMM,ETP CAD,2128103.5
BMO0080,DISC,ETP CAD,3239165
BMO0081,STPL,ETP CAD,2221602
BMO0019,ZGI,ETP CAD,36953561.5
BMO0083,INSR,ETP CAD,4048581.5
BMO0096,ZMSB,ETP CAD,
BMO0097,ZGSB,ETP CAD,9063
BMO0091,ZGB,ETP CAD,3496155.5
BMO0008,ZHY,ETP CAD,33460236.5
BMO0084,ZJK,ETP CAD,2390132.5
BMO0020,ZID,ETP CAD,26479807
BMO0066,ZDI,ETP CAD,51783500.5
BMO0070,ZDH,ETP CAD,33130977
BMO0029,ZJN,ETP CAD,2363938
BMO0021,ZJG,ETP CAD,27586786.5
BMO0030,ZJO,ETP CAD,13212533
BMO0050,ZPR,ETP CAD,159416720
BMO0022,ZLC,ETP CAD,18899981
BMO0031,ZFL,ETP CAD,16193005
BMO0051,ZPL,ETP CAD,11148853.5
BMO0046,ZLB,ETP CAD,143166876
BMO0075,ZLE,ETP CAD,14161089
BMO0071,ZLI,ETP CAD,10988172.5
BMO0073,ZLD,ETP CAD,8918446
BMO0052,ZLU,ETP CAD,106581134.5
BMO0074,ZLH,ETP CAD,17262755.5
BMO0023,ZCM,ETP CAD,47882414
BMO0003,ZFM,ETP CAD,20056077.5
BMO0053,ZMP,ETP CAD,20057652
BMO0054,ZMU,ETP CAD,27910889.5
BMO0055,ZIC,ETP CAD,53676461.5
BMO0041,ZMI,ETP CAD,11357911
BMO0067,ZGQ,ETP CAD,16307849
BMO0085,ZVC,ETP CAD,894922
BMO0009,ZDM,ETP CAD,50533201.5
BMO0060,ZEA,ETP CAD,44212274
BMO0086,ZVI,ETP CAD,5947943.5
BMO0007,ZEM,ETP CAD,52273382.5
BMO0062,ZEQ,ETP CAD,39535425
BMO0068,ZUQ,ETP CAD,23297214.5
BMO0087,ZVU,ETP CAD,1485916.5
BMO0024,ZQQ,ETP CAD,642687176
BMO0032,ZRR,ETP CAD,3756683
BMO0006,ZUE,ETP CAD,129888383.5
BMO0047,ZSP,ETP CAD,1276174641
BMO0004,ZCN,ETP CAD,156751016.5
BMO0088,ZEUS,ETP CAD,5035411.5
BMO0010,ZCS,ETP CAD,75296508
BMO0011,ZFS,ETP CAD,9750638
BMO0012,ZPS,ETP CAD,7503090
BMO0092,ZSB,ETP CAD,321290
BMO0063,ZSU,ETP CAD,4929198.5
BMO0033,ZST,ETP CAD,30812902.5
BMO0056,ZDY,ETP CAD,74597114.5
BMO0057,ZUD,ETP CAD,27597488
BMO0061,ZWH,ETP CAD,82893858.5
BMO0093,ZWS,ETP CAD,2300003.5
BMO0077,ZHP,ETP CAD,3585286
BMO0076,ZUP,ETP CAD,7938412.5
BMO0072,ZPW,ETP CAD,19356184
BMO0078,ZPH,ETP CAD,6447567
BMO0098,WOMN,ETP CAD,1996
BMT0001,GBT,Consumer Products & Services CAD,8658611.5
BNK0001,BKX,Oil & Gas CAD,18097395.5
BNS0003,BSC,Closed-End Funds CAD,831534
BOA0001,BEI,Real Estate CAD,572471742.5
BOM0001,BBD,Industrial Products & Services CAD,3355082818
BON0001,BNP,Oil & Gas CAD,182547217.5
COM0019,BNE,Oil & Gas CAD,221516989.5
BOR0001,BLX,Clean Technology CAD,371252768.5
BOS0002,BPF,Consumer Products & Services CAD,38721205
BOY0001,BYD,Industrial Products & Services CAD,339005698.5
BOY0002,BOY,Industrial Products & Services CAD,1058130
BRA0007,BBL,Industrial Products & Services CAD,721629
BRA0021,HBL,Closed-End Funds CAD,423304
BRA0023,HBF,ETP CAD,34527492.5
BRI0029,BRY,Industrial Products & Services CAD,2450543.5
BRI0004,BRB,Consumer Products & Services CAD,14705319.5
BRI0031,BGC,ETP CAD,840743
BRI0032,BGU,ETP CAD,739898.5
BRO0025,LCS,Closed-End Funds CAD,29845663
BRO0037,OSP,Closed-End Funds CAD,12965537
BRO0022,SBC,Closed-End Funds CAD,19301294.5
EDP0001,BAM,Financial Services CAD,5896732167
BRO0038,BBU,Real Estate CAD,429991264.5
BRO0034,BGI,Closed-End Funds CAD,29577234.5
BRO0028,BIP,Industrial Products & Services CAD,1236580570
BRO0008,BPO,Real Estate CAD,209481605.5
BRO0033,BPY,Real Estate CAD,494475066.5
BRO0036,BPS,Closed-End Funds CAD,3149663
ROY0007,BRE,Real Estate CAD,19705839.5
GRE0028,BEP,Clean Technology CAD,634455008
BRO0029,BRF,Clean Technology CAD,33168427.5
BRO0035,BSO,Closed-End Funds CAD,3873825
BRP0001,DOO,Consumer Products & Services CAD,1013725313
BSM0001,GPS,Technology CAD,13622540.5
BSR0001,HOM,Real Estate CAD,8573243
BTB0002,BTB,Real Estate CAD,44663185
BUH0001,BUI,Industrial Products & Services CAD,273416
BUR0009,BU,Clean Technology CAD,3244401.5
CAE0001,CAE,Technology CAD,1158748649
CAL0005,CWL,Industrial Products & Services CAD,3372132
CAL0025,UDA,Closed-End Funds CAD,4501874
CAL0006,CAL,Mining CAD,5828426
DEN0004,CFW,Industrial Products & Services CAD,448664788
CAL0008,CGY,Technology CAD,14521411.5
CAL0023,CBL,Financial Services CAD,26222553
CAM0009,CCO,Mining CAD,1566516209
CAN0193,CGAC,SPAC CAD,1033625
CAN0135,CF,Financial Services CAD,184210956.5
CAN0171,CNE,Oil & Gas CAD,63905197
CAN0192,GOOS,Consumer Products & Services CAD,1187883572
CAN0080,CAR,Real Estate CAD,1063620334
PRI0024,BK,Closed-End Funds CAD,44516139.5
CAN0170,CCI,Closed-End Funds CAD,2048840
CAN0186,CCX,ETP CAD,5945246
CAN0021,CGI,Financial Services CAD,15703324.5
CAN0161,CIQ,Closed-End Funds CAD,2139384.5
CAN0023,CM,Financial Services CAD,16490756912
CAN0136,LFE,Closed-End Funds CAD,50356203
CAN0003,CNR,Industrial Products & Services CAD,14172396900
CAN0029,CNQ,Oil & Gas CAD,13134068522
CAN0125,CP,Industrial Products & Services CAD,8930186424
CAN0187,PFT,Closed-End Funds CAD,2677759.5
CAN0038,RTU,Closed-End Funds CAD,462395
CAN0041,CTC,Consumer Products & Services CAD,3787709760
CAN0166,UTE,Closed-End Funds CAD,1882545
CAN0042,CU,Utilities & Pipelines CAD,922756584.5
CAN0043,CWB,Financial Services CAD,1092790272
CAN0103,CZN,Mining CAD,2574201
CAN0049,CCM,Mining CAD,648919.5
CAN0110,DNT,Mining CAD,864373.5
CAN0064,CFP,Industrial Products & Services CAD,1134860890
CAN0151,CFX,Industrial Products & Services CAD,114892694
CAN0067,ICE,Real Estate CAD,516180.5
CAN0194,TRST,Life Sciences CAD,244922382
ENE0007,EIT,Closed-End Funds CAD,180811330.5
CAN0188,WEED,Life Sciences CAD,19715481763
CAN0163,PBY,Closed-End Funds CAD,15595826
CAN0185,SCW,Closed-End Funds CAD,3602966
CAN0134,CWX,Industrial Products & Services CAD,132630418
CAP0015,CPX,Utilities & Pipelines CAD,571529752
MAC0009,CSE,Clean Technology CAD,2744998
CAP0012,CS,Mining CAD,66679860.5
CAR0030,CJ,Oil & Gas CAD,404881193
CAR0032,CDV,Mining CAD,6439171
CAR0024,CJT,Industrial Products & Services CAD,147476927.5
CAR0006,CUP,Utilities & Pipelines CAD,2998495.5
CAR0025,CMH,Clean Technology CAD,5229363.5
CAS0003,CAS,Clean Technology CAD,347397067
CAT0002,CET,Industrial Products & Services CAD,13752847
CCL0001,CCL,Industrial Products & Services CAD,1929930644
CEL0003,CLS,Technology CAD,449364701.5
CEN0020,CVE,Oil & Gas CAD,6230784209
CEN0017,CEE,Mining CAD,2833421.5
CEN0015,CG,Mining CAD,494193758
CEN0019,CHH,Life Sciences CAD,10460652.5
CEN0021,CNT,Mining CAD,48519.5
SAB0003,CQE,Oil & Gas CAD,4530962.5
CER0006,CRP,Closed-End Funds CAD,1189246
CER0008,CDAY,Technology CAD,11956359
CER0007,CERV,Industrial Products & Services CAD,10935694
CAN0149,CEU,Industrial Products & Services CAD,415524390.5
CGI0001,GIB,Technology CAD,4309725831
CHA0027,CXN,Mining CAD,1510054.5
CHA0029,CIA,Mining CAD,79851831.5
CHA0020,CSH,Real Estate CAD,445325101
CHE0006,CHE,Industrial Products & Services CAD,296515740.5
CHE0008,CHW,Financial Services CAD,23054912
JIN0001,CGG,Mining CAD,53746763.5
CHI0012,CKE,Oil & Gas CAD,2115690.5
CHO0002,CHP,Real Estate CAD,564098389
JAZ0002,CHR,Industrial Products & Services CAD,415787007
CIF0001,CIX,Financial Services CAD,1596004094
CIB0001,MBA,Consumer Products & Services CAD,4166454.5
CIN0006,CGX,Comm & Media CAD,1075136003
CIP0001,CPH,Life Sciences CAD,15731474.5
MAC0010,CTF,Closed-End Funds CAD,3038248
CLA0003,CVG,Financial Services CAD,2217860.5
CLA0005,CKI,Industrial Products & Services CAD,8440896
CLE0012,CLQ,Mining CAD,9960670
NEW0052,CSM,Industrial Products & Services CAD,520249.5
CLE0010,CLR,Clean Technology CAD,74212101.5
CNO0001,CNU,Oil & Gas CAD,1076425
COG0004,CCA,Comm & Media CAD,561801414.5
COG0001,CGO,Comm & Media CAD,133834875
COL0013,GCL,Consumer Products & Services CAD,8648538.5
FIR0031,CIGI,Real Estate CAD,547373815
COL0017,CGT,Mining CAD,4169504.5
COM0007,CUF,Real Estate CAD,593438734.5
COM0033,YCM,Closed-End Funds CAD,1937738.5
COM0018,CMG,Technology CAD,92071404.5
CON0091,CXR,Life Sciences CAD,9484716.5
CON0093,COG,Mining CAD,505001
CON0090,CPI,Oil & Gas CAD,1290867
CON0092,CFF,Industrial Products & Services CAD,20600478
CON0075,CSU,Technology CAD,3839320420
CON0089,CNL,Mining CAD,99454561
COO0001,CCS,Financial Services CAD,2770340.5
COP0011,CMMC,Mining CAD,62093408.5
COR0003,CSW,Consumer Products & Services CAD,20066149
COR0031,CDD,Closed-End Funds CAD,174476
COR0032,COP,Mining CAD,2851939.5
NOR0045,CORV,Life Sciences CAD,4635021.5
COR0028,CDH,Oil & Gas CAD,4008830
COR0021,CJR,Comm & Media CAD,670437869.5
COR0033,KOR,Mining CAD,12231324.5
COT0001,BCB,Consumer Products & Services CAD,299303945.5
COU0009,PATH,Technology CAD,2864038
CPI0003,PMTS,Consumer Products & Services CAD,670605.5
CRE0010,CPG,Oil & Gas CAD,4106543624
CRE0015,CTX,Life Sciences CAD,2309988.5
CRE0012,CR,Oil & Gas CAD,281661885
CRH0001,CRH,Life Sciences CAD,91856642.5
CRI0005,CCZ,Technology CAD,226347
CRI0006,KWH,Utilities & Pipelines CAD,152759742.5
CRO0013,CRR,Real Estate CAD,223497600.5
CRO0017,CRON,Life Sciences CAD,27371291
CAB0008,CWI,Financial Services CAD,705851
CRO0016,CRWN,Financial Services CAD,10834972.5
CTR0001,CRT,Real Estate CAD,58675971.5
CUI0001,CIU,Utilities & Pipelines CAD,5604266
CUR0007,CXI,Financial Services CAD,13201287.5
CYM0002,CYB,Financial Services CAD,26644730
DAL0005,DNA,Mining CAD,23676029.5
DAT0009,DCM,Industrial Products & Services CAD,4752306
DAT0010,DW,Technology CAD,238088.5
DBO0001,DBO,Technology CAD,3532506
DEL0011,DEE,Oil & Gas CAD,16904603.5
DEN0006,DML,Mining CAD,32248715.5
DES0001,DSG,Technology CAD,520381935
DES0013,DCC,ETP CAD,6004837.5
DES0014,DCG,ETP CAD,281323
DES0015,DFC,ETP CAD,64114657
DES0016,DCP,ETP CAD,1239659
DES0017,DCS,ETP CAD,520421
DES0018,DCU,ETP CAD,97189
DES0020,DFD,ETP CAD,15543924.5
DES0021,DFE,ETP CAD,156383757.5
DES0019,DFU,ETP CAD,19223318
DET0003,DGC,Mining CAD,1351548556
DHX0001,DHX,Comm & Media CAD,126657874.5
DIF0002,DCF,Financial Services CAD,6467742
DIR0006,DRT,Clean Technology CAD,196672680.5
DIR0027,DIV,Industrial Products & Services CAD,63923731.5
DIV0016,DFN,Closed-End Funds CAD,149862032
DIV0021,DF,Closed-End Funds CAD,76339664.5
DIV0024,DGS,Closed-End Funds CAD,157444387.5
DIV0025,DS,Closed-End Funds CAD,9355818.5
DOL0002,DOL,Consumer Products & Services CAD,5112391725
DOM0010,UFS,Consumer Products & Services CAD,441827936.5
DOR0003,DII,Consumer Products & Services CAD,121967718
DOU0005,DSL,Closed-End Funds CAD,1708944
DUN0010,DRG,Real Estate CAD,760099490.5
DRE0005,DRA,Real Estate CAD,30175750.5
DUN0011,DIR,Real Estate CAD,217396430
DUN0004,D,Real Estate CAD,537556316.5
DRE0004,DRM,Real Estate CAD,73458575
DUN0002,DC,Financial Services CAD,21772770.5
DUN0006,DPM,Mining CAD,58396215.5
DEJ0002,DXI,Oil & Gas CAD,1050776
DYN0019,DNG,Mining CAD,7913990.5
DYN0020,DXC,ETP CAD,1155060
DYN0021,DXO,ETP CAD,1126693
DYN0022,DXG,ETP CAD,23771798
DYN0025,DXF,ETP CAD,4280947.5
DYN0028,DXV,ETP CAD,729298
DYN0023,DXP,ETP CAD,45021748.5
DYN0026,DXB,ETP CAD,16858391.5
DYN0024,DXU,ETP CAD,5074709
DYN0027,DXZ,ETP CAD,399565
EAG0005,EGL,Oil & Gas CAD,2946305.5
EAS0008,ECF,Closed-End Funds CAD,6208692
ELG0001,ELR,Mining CAD,689687
EAS0005,ER,Mining CAD,6986377
EGI0002,EFH,Financial Services CAD,8616789.5
ECL0002,ERM,Financial Services CAD,3448883.5
ECN0001,ECN,Financial Services CAD,540139023
FOR0007,ECS,Mining CAD,110903489
ECO0002,EVT,Closed-End Funds CAD,2635320
ECO0007,ECO,Clean Technology CAD,6680703.5
ELF0001,ELF,Financial Services CAD,60812852.5
ELD0001,ELD,Mining CAD,363370046.5
ELE0009,EFL,Clean Technology CAD,4958901.5
ELE0011,EFN,Industrial Products & Services CAD,2078273700
NOV0004,EMA,Utilities & Pipelines CAD,3153838629
EMP0003,EMP,Consumer Products & Services CAD,976432609.5
ENB0001,ENB,Utilities & Pipelines CAD,16560708365
ENB0003,ENF,Utilities & Pipelines CAD,1668876901
PAN0020,ECA,Oil & Gas CAD,6613857689
END0004,EDV,Mining CAD,670054576.5
END0005,EDR,Mining CAD,105237611.5
CON0066,ECI,Consumer Products & Services CAD,449273799
ENE0021,EFX,Industrial Products & Services CAD,410803050.5
ENE0020,EFR,Mining CAD,26549600
SUS0003,ENI,Closed-End Funds CAD,589183.5
ENE0025,HPF,ETP CAD,14952524
ENE0005,ERF,Oil & Gas CAD,1770266564
ENG0001,ENGH,Technology CAD,175918846
ENS0003,ESI,Industrial Products & Services CAD,223481917.5
ENT0006,E,Industrial Products & Services CAD,2799762.5
ENT0007,ENT,Industrial Products & Services CAD,1294933
ENT0005,ETG,Mining CAD,4137379
EPS0003,EPS,Oil & Gas CAD,4187934.5
EQU0006,EQB,Financial Services CAD,192468910.5
EQU0009,ETAC,ETP CAD,1075460
ERD0001,ERD,Mining CAD,9227580
ERO0001,ERO,Mining CAD,58914507.5
ESP0002,ESP,Technology CAD,8998296
ESS0005,ESN,Industrial Products & Services CAD,6570238
PET0017,ETX,Clean Technology CAD,178875.5
EUR0016,ESM,Mining CAD,10664099
EUR0015,EOX,Mining CAD,140888
EUR0012,EBC,Closed-End Funds CAD,1955178.5
EUR0017,EDGF,Closed-End Funds CAD,7168265
EUR0018,EF,Closed-End Funds CAD,9068031
EVE0007,ET,Technology CAD,31814615.5
EVO0002,DIVS,ETP CAD,23492853.5
EVO0006,TIME,ETP CAD,5454
EVO0007,CAPS,ETP CAD,934435.5
EVO0003,CARS,ETP CAD,12292009.5
EVO0011,LINK,ETP CAD,675860
EVO0004,CYBR,ETP CAD,4896986.5
EVO0008,LIFE,ETP CAD,2164304.5
EVO0012,EDGE,ETP CAD,2583831.5
EVO0010,SEED,ETP CAD,7267424.5
EVO0005,HERS,ETP CAD,1107911
EVO0009,CALL,ETP CAD,3295187
EXA0005,XCT,Technology CAD,701915.5
EXC0010,EXN,Mining CAD,23497179.5
EXC0014,MIN,Mining CAD,16613601.5
EXC0007,EIF,Financial Services CAD,308950118.5
EXC0001,XTC,Industrial Products & Services CAD,53126234
EXE0003,CORP,ETP CAD,809401
EXF0002,EXF,Technology CAD,11124652.5
EXT0001,EXE,Real Estate CAD,199668835
FAI0021,FGX,Closed-End Funds CAD,1661838.5
FAI0020,FCS,Closed-End Funds CAD,3124790
FAI0023,FAH,Financial Services CAD,8016815
FAI0001,FFH,Financial Services CAD,3151330008
FAI0022,FIH,Financial Services CAD,101527857
ADH0001,FRX,Life Sciences CAD,3840085
SCE0001,FSZ,Financial Services CAD,159161354
FIN0010,FTN,Closed-End Funds CAD,189914705
FIN0003,FTT,Industrial Products & Services CAD,1362406954
CIR0004,FTG,Technology CAD,7343301
FIR0034,FC,Financial Services CAD,45949806
FIR0076,BXF,ETP CAD,11316835
FIR0090,FDV,ETP CAD,582486
FIR0104,FAO,ETP CAD,8747244
FIR0048,FAI,ETP CAD,3569374.5
FIR0120,FCY,ETP CAD,1119928.5
FIR0130,FCW,ETP CAD,1581884.5
FIR0119,FBE,ETP CAD,3131606.5
CAN0177,CXF,ETP CAD,2191541
CAN0167,ADC,Closed-End Funds CAD,1107412.5
FIR0124,FDL,ETP CAD,395846
FIR0047,RIT,ETP CAD,18015051
CAN0164,CIC,ETP CAD,13248961.5
CAN0175,MXF,ETP CAD,3778075.5
FIR0105,CED,ETP CAD,1597648
CAN0165,CSY,ETP CAD,656511.5
FIR0106,CES,ETP CAD,2463329.5
TRI0045,DCD,Closed-End Funds CAD,2517888.5
FIR0108,NXF,ETP CAD,13264118
FIR0131,FSB,ETP CAD,47849877.5
FIR0088,FHB,ETP CAD,3943896
FIR0101,FSF,ETP CAD,1433204.5
MAR0032,FIG,ETP CAD,38277726.5
FIR0116,FLB,ETP CAD,452056
XTF0001,DXM,ETP CAD,1496894
XTF0002,WXM,ETP CAD,33345257
XTF0003,FXM,ETP CAD,13651394.5
FIR0102,ZXM,ETP CAD,30069077.5
FIR0103,VXM,ETP CAD,27107691.5
XTF0004,QXM,ETP CAD,8681881.5
FIR0072,UCD,Closed-End Funds CAD,758586
XTF0005,UXM,ETP CAD,5991483
FIR0079,YXM,ETP CAD,6112229
FIR0080,XXM,ETP CAD,13256734.5
FIR0081,RWC,ETP CAD,525912.5
CAN0169,FQC,ETP CAD,1280888
FIR0082,RWE,ETP CAD,18269571
FIR0129,RWX,ETP CAD,9862670
FIR0083,RWU,ETP CAD,4161761
FIR0084,RWW,ETP CAD,9592220.5
NOR0081,NCD,Closed-End Funds CAD,520763
FIR0117,FPR,ETP CAD,3971297
FIR0115,FGB,ETP CAD,5249286.5
TEC0022,TXF,ETP CAD,67965065
FIR0077,FLI,ETP CAD,40361530
FIR0118,FBU,ETP CAD,9966399.5
FIR0125,FUM,ETP CAD,2718937.5
FIR0123,FUT,ETP CAD,6969213
FIR0128,SID,ETP CAD,17078383.5
CEN0007,FCR,Real Estate CAD,732958485.5
FIR0059,FR,Mining CAD,665372126
FIR0127,FF,Mining CAD,27905774
FIR0054,FN,Financial Services CAD,62534145
FIR0023,FM,Mining CAD,5789894657
FIR0074,FDE,ETP CAD,1433548
FIR0085,EUR,ETP CAD,2028230
FIR0092,FHD,ETP CAD,301631
FIR0093,FHC,ETP CAD,436271
FIR0094,FHE,ETP CAD,1602299.5
FIR0095,FHF,ETP CAD,1199178
FIR0096,FHH,ETP CAD,3716118.5
FIR0097,FHG,ETP CAD,2602993
FIR0098,FHM,ETP CAD,545958.5
FIR0099,FHQ,ETP CAD,5418797
FIR0100,FHU,ETP CAD,211058
FIR0126,FST,ETP CAD,8933851.5
FIR0122,FSR,ETP CAD,111743
FIR0089,ETP CAD,ETP CAD,2249068
FIR0132,BLCK,ETP CAD,384931
FIR0133,FINT,ETP CAD,100
FIR0078,FSL,ETP CAD,4484612
